Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Airidas Golambeckis,2025-12-23,Aldershot Town,West Ham U21,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2025-12-27,West Ham United,Fulham,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2025-12-30,West Ham United,Brighton & Hove Albion,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-01-03,Wolverhampton,West Ham United,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-01-11,West Ham United,Queens Park Rangers,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-01-12,AFC Wimbledon,West Ham U21,5.5,90,,,0.0,0,0,0.0,0.0,37,46,0,0,0,0,1,61
Airidas Golambeckis,2026-03-06,Derby County U21,West Ham U21,,61,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-03-13,West Ham U21,Reading U21,,79,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-03-17,Boreham Wood,West Ham U21,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-03-20,Blackburn U21,West Ham U21,,65,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-03-25,England U19,Serbia U19,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-04-05,West Ham United,Leeds United,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Airidas Golambeckis,2026-04-24,Fulham U21,West Ham U21,,120,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
