Nom,Age,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
Moussa Niakhaté,30,2026-02-15,Olympique Lyonnais,Nice,7.8,90,9720.0,18.0,108.0,0,0,0.02,0.01,82,91,0,0,3,0,9,109,0.0,1.85
Moussa Niakhaté,30,2026-02-22,RC Strasbourg,Olympique Lyonnais,6.4,90,9720.0,18.0,108.0,0,0,0.0,0.0,65,70,0,0,1,0,4,81,0.0,1.85
Moussa Niakhaté,30,2026-03-01,Olympique de Marseille,Olympique Lyonnais,6.7,90,9720.0,18.0,108.0,0,0,0.0,0.01,55,58,0,0,1,0,7,72,0.0,1.85
Moussa Niakhaté,30,2026-03-05,Olympique Lyonnais,RC Lens,6.7,90,9720.0,18.0,108.0,0,0,0.0,0.0,71,84,0,0,0,0,5,99,0.0,1.85
Moussa Niakhaté,30,2026-03-08,Olympique Lyonnais,Paris FC,8.3,90,9720.0,18.0,108.0,0,0,0.0,0.08,77,84,3,0,1,0,8,97,0.0,1.85
Moussa Niakhaté,30,2026-03-12,Celta Vigo,Olympique Lyonnais,7.2,90,9720.0,18.0,108.0,0,0,0.0,0.06,86,90,1,0,1,0,5,102,0.0,1.85
Moussa Niakhaté,30,2026-03-15,Le Havre,Olympique Lyonnais,7.4,90,9720.0,18.0,108.0,0,0,0.0,0.02,53,58,0,0,1,0,2,67,0.0,1.85
Moussa Niakhaté,30,2026-03-19,Olympique Lyonnais,Celta Vigo,3.8,19,2052.0,4.0,108.0,0,0,0.0,0.0,11,13,0,0,0,0,3,18,0.0,1.95
Moussa Niakhaté,30,2026-03-22,Olympique Lyonnais,AS Monaco,6.9,90,9720.0,18.0,108.0,0,0,0.12,0.04,55,67,0,0,4,0,5,91,0.0,1.85
Moussa Niakhaté,30,2026-03-28,Senegal,Peru,8.2,90,9720.0,18.0,108.0,0,0,0.0,0.0,86,91,0,0,1,0,4,99,0.0,1.85
Moussa Niakhaté,30,2026-04-05,Angers,Olympique Lyonnais,8.0,90,9720.0,18.0,108.0,0,0,0.0,0.02,92,102,0,0,4,0,10,119,0.0,1.85
Moussa Niakhaté,30,2026-04-12,Olympique Lyonnais,Lorient,7.7,90,9720.0,18.0,108.0,0,0,0.0,0.01,55,63,1,0,0,0,5,77,0.0,1.85
Moussa Niakhaté,30,2026-04-19,Paris Saint-Germain,Olympique Lyonnais,7.0,90,9720.0,18.0,108.0,0,0,0.0,0.0,21,24,0,0,1,0,3,43,0.0,1.85
Moussa Niakhaté,30,2026-04-25,Olympique Lyonnais,Auxerre,6.9,90,9720.0,18.0,108.0,0,0,0.0,0.12,63,72,0,0,0,0,7,84,0.0,1.85
Moussa Niakhaté,30,2026-05-03,Olympique Lyonnais,Stade Rennais,6.9,90,,,0.0,0,0,0.0,0.01,47,51,0,0,1,0,5,62,,
Moussa Niakhaté,30,2026-05-10,Toulouse,Olympique Lyonnais,7.7,90,,,0.0,0,0,0.0,0.04,63,68,1,0,2,0,5,90,,
