Nom,Age,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Radhi Al Otaibi,26,2025-03-05,Al-Ettifaq,Duhok SC,,33,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
