Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity,Age
Nemanja Gudelj,2026-01-19,Elche,Sevilla,6.5,90,9720.0,18.0,108.0,0,0,0.02,0.01,22,23,0,0,3,0,4,47,0,1.85,34
Nemanja Gudelj,2026-01-24,Sevilla,Athletic Club,6.5,73,7884.0,15.0,108.0,0,0,0.0,0.01,36,42,0,0,0,0,1,55,0,1.9,34
Nemanja Gudelj,2026-02-08,Sevilla,Girona FC,6.9,90,9720.0,18.0,108.0,0,0,0.05,0.01,40,42,0,0,0,0,2,56,0,1.85,34
Nemanja Gudelj,2026-02-14,Sevilla,Deportivo Alavés,6.6,90,9720.0,18.0,108.0,0,0,0.0,0.02,13,19,0,0,2,0,0,33,0,1.85,34
Nemanja Gudelj,2026-02-22,Getafe,Sevilla,7.7,90,9720.0,18.0,108.0,0,0,0.0,0.0,81,90,0,0,1,0,3,112,0,1.85,34
Nemanja Gudelj,2026-03-01,Real Betis,Sevilla,6.6,90,9720.0,18.0,108.0,0,0,0.0,0.01,70,70,1,0,1,0,4,78,0,1.85,34
Nemanja Gudelj,2026-03-08,Sevilla,Rayo Vallecano,6.8,90,9720.0,18.0,108.0,0,0,0.1,0.01,17,21,0,0,1,0,1,38,0,1.85,34
Nemanja Gudelj,2026-03-15,FC Barcelona,Sevilla,5.9,90,9720.0,18.0,108.0,0,0,0.01,0.02,40,45,0,0,1,0,2,52,0,1.85,34
Nemanja Gudelj,2026-03-21,Sevilla,Valencia,6.3,90,9720.0,18.0,108.0,0,0,0.0,0.01,68,74,2,0,2,0,4,82,0,1.85,34
Nemanja Gudelj,2026-03-27,Spain,Serbia,6.5,60,6480.0,12.0,108.0,0,0,0.0,0.0,12,13,0,0,0,0,0,17,0,1.85,34
Nemanja Gudelj,2026-03-31,Serbia,Saudi Arabia,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,34
Nemanja Gudelj,2026-04-05,Real Oviedo,Sevilla,6.7,90,9720.0,18.0,108.0,0,0,0.09,0.04,7,12,0,0,0,0,3,23,0,1.85,34
Nemanja Gudelj,2026-04-11,Sevilla,Atlético Madrid,7.6,90,9720.0,18.0,108.0,1,0,0.2,0.01,14,18,0,0,1,0,2,27,0,1.85,34
Nemanja Gudelj,2026-04-23,Levante UD,Sevilla,6.4,71,7668.0,14.0,108.0,0,0,0.01,0.0,30,36,0,0,0,0,2,45,0,1.83,34
Nemanja Gudelj,2026-04-26,Osasuna,Sevilla,6.4,14,1512.0,3.0,108.0,0,0,0.02,0.0,1,3,0,0,0,0,0,7,0,1.98,34
