Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Mats Pannewig,21,2026-05-09,VfL Bochum 1848,Hannover 96,2. Bundesliga,6.6,15,,0,0.0,0,0,0.0,0.0,7,8,0,0,0,0,3,10,M,MC
Mats Pannewig,21,2026-05-02,Arminia Bielefeld,VfL Bochum 1848,2. Bundesliga,6.7,45,,0,0.0,0,0,0.0,0.01,16,21,0,0,1,0,1,27,M,MC
Mats Pannewig,21,2026-04-26,VfL Bochum 1848,SpVgg Greuther Fürth,2. Bundesliga,6.4,25,,0,0.0,0,0,0.03,0.01,8,9,0,0,1,0,3,20,M,MC
Mats Pannewig,21,2026-04-18,SG Dynamo Dresden,VfL Bochum 1848,2. Bundesliga,6.8,90,,0,0.0,0,0,0.05,0.09,35,44,3,0,0,0,9,54,M,MC
Mats Pannewig,21,2026-04-12,VfL Bochum 1848,Eintracht Braunschweig,2. Bundesliga,7.0,45,,0,0.0,0,0,0.0,0.01,12,15,0,0,3,0,1,26,M,MC
Mats Pannewig,21,2026-04-04,1. FC Magdeburg,VfL Bochum 1848,2. Bundesliga,5.9,90,,0,0.0,0,0,0.09,0.03,30,38,1,0,0,0,2,49,M,MC
Mats Pannewig,21,2026-03-22,VfL Bochum 1848,Holstein Kiel,2. Bundesliga,6.5,71,,0,0.0,0,0,0.06,0.01,21,24,1,0,0,0,4,34,M,MC
Mats Pannewig,21,2026-03-07,VfL Bochum 1848,1. FC Kaiserslautern,2. Bundesliga,8.0,90,,0,0.0,1,0,0.72,0.26,40,51,3,0,2,0,4,64,M,MC
Mats Pannewig,21,2026-02-27,Fortuna Düsseldorf,VfL Bochum 1848,2. Bundesliga,6.5,45,,0,0.0,0,0,0.14,0.01,17,19,0,0,0,0,4,31,M,MC
Mats Pannewig,21,2026-02-20,VfL Bochum 1848,1. FC Nürnberg,2. Bundesliga,7.0,90,,0,0.0,0,0,0.0,0.01,29,35,0,0,1,0,6,61,M,MC
Mats Pannewig,21,2026-02-15,VfL Bochum 1848,SC Paderborn 07,2. Bundesliga,7.8,82,,0,0.0,0,0,0.03,0.78,30,35,5,0,0,0,3,52,M,MC
Mats Pannewig,21,2026-02-06,Preußen Münster,VfL Bochum 1848,2. Bundesliga,6.5,14,,0,0.0,0,0,0.0,0.0,5,8,0,0,0,0,1,12,M,MC
Mats Pannewig,21,2026-01-25,SV 07 Elversberg,VfL Bochum 1848,2. Bundesliga,7.8,90,,0,0.0,1,0,0.24,0.01,29,39,0,0,0,0,5,62,M,MC
Mats Pannewig,21,2026-01-18,VfL Bochum 1848,Darmstadt 98,2. Bundesliga,5.9,90,,0,0.0,0,0,0.18,0.04,49,57,2,0,3,0,2,84,M,MC
