Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Philipp Hofmann,33,2026-05-17,Karlsruher SC,VfL Bochum 1848,2. Bundesliga,7.1,90,,0,0.0,0,0,0.03,0.03,15,23,0,0,0,0,2,33,F,ATT
Philipp Hofmann,33,2026-05-09,VfL Bochum 1848,Hannover 96,2. Bundesliga,7.1,90,,0,0.0,0,0,0.28,0.02,11,18,2,0,1,0,0,31,F,ATT
Philipp Hofmann,33,2026-05-02,Arminia Bielefeld,VfL Bochum 1848,2. Bundesliga,7.1,90,,0,0.0,0,0,0.0,0.01,15,21,0,0,0,0,2,39,F,ATT
Philipp Hofmann,33,2026-04-26,VfL Bochum 1848,SpVgg Greuther Fürth,2. Bundesliga,9.8,90,,0,0.0,2,0,0.85,0.15,16,22,3,0,0,0,3,39,F,ATT
Philipp Hofmann,33,2026-04-12,VfL Bochum 1848,Eintracht Braunschweig,2. Bundesliga,9.0,90,,0,0.0,1,0,0.91,0.1,20,29,4,0,0,0,2,49,F,ATT
Philipp Hofmann,33,2026-04-04,1. FC Magdeburg,VfL Bochum 1848,2. Bundesliga,7.4,90,,0,0.0,1,0,0.34,0.0,5,13,2,0,0,0,1,29,F,ATT
Philipp Hofmann,33,2026-03-22,VfL Bochum 1848,Holstein Kiel,2. Bundesliga,8.9,90,,0,0.0,2,0,0.29,0.06,14,21,3,0,0,0,2,33,F,ATT
Philipp Hofmann,33,2026-03-14,Hertha BSC,VfL Bochum 1848,2. Bundesliga,7.2,90,,0,0.0,0,0,0.03,0.01,11,14,0,0,0,0,3,25,F,ATT
Philipp Hofmann,33,2026-03-07,VfL Bochum 1848,1. FC Kaiserslautern,2. Bundesliga,7.8,90,,0,0.0,1,0,0.26,0.01,8,14,0,0,0,0,1,30,F,ATT
Philipp Hofmann,33,2026-02-27,Fortuna Düsseldorf,VfL Bochum 1848,2. Bundesliga,6.2,90,,0,0.0,0,0,0.0,0.08,10,16,1,0,0,0,0,21,F,ATT
Philipp Hofmann,33,2026-02-20,VfL Bochum 1848,1. FC Nürnberg,2. Bundesliga,6.5,90,,0,0.0,0,0,0.12,0.01,12,15,0,0,0,0,3,22,F,ATT
Philipp Hofmann,33,2026-02-15,VfL Bochum 1848,SC Paderborn 07,2. Bundesliga,6.7,90,,0,0.0,0,0,0.44,0.07,17,25,2,0,0,0,4,44,F,ATT
Philipp Hofmann,33,2026-02-06,Preußen Münster,VfL Bochum 1848,2. Bundesliga,7.3,90,,0,0.0,0,0,0.0,0.08,11,15,1,0,0,0,2,33,F,ATT
Philipp Hofmann,33,2026-01-31,VfL Bochum 1848,FC Schalke 04,2. Bundesliga,7.9,90,,0,0.0,1,0,0.13,0.06,8,16,1,0,0,0,3,27,F,ATT
