Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Francis Onyeka,19,2026-05-17,Karlsruher SC,VfL Bochum 1848,2. Bundesliga,6.5,45,,0,0.0,0,0,0.0,0.0,8,13,0,0,0,0,1,16,M,MC
Francis Onyeka,19,2026-05-09,VfL Bochum 1848,Hannover 96,2. Bundesliga,6.1,90,,0,0.0,0,0,0.13,0.05,15,20,1,0,0,0,3,35,M,MC
Francis Onyeka,19,2026-05-02,Arminia Bielefeld,VfL Bochum 1848,2. Bundesliga,5.9,45,,0,0.0,0,0,0.0,0.0,2,6,0,0,0,0,0,18,M,MC
Francis Onyeka,19,2026-04-26,VfL Bochum 1848,SpVgg Greuther Fürth,2. Bundesliga,6.4,77,,0,0.0,0,0,0.16,0.03,8,15,1,0,0,0,0,20,M,MC
Francis Onyeka,19,2026-04-18,SG Dynamo Dresden,VfL Bochum 1848,2. Bundesliga,6.4,90,,0,0.0,0,0,0.28,0.04,8,14,0,0,1,0,3,32,M,MC
Francis Onyeka,19,2026-04-12,VfL Bochum 1848,Eintracht Braunschweig,2. Bundesliga,6.7,62,,0,0.0,0,0,0.07,0.01,5,9,2,0,0,0,1,13,M,MC
Francis Onyeka,19,2026-03-31,Austria U19,Germany U19,"U19 UEFA Euro. Champ. Qualif. League A R1, Gr. 4",,0,,0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Francis Onyeka,19,2026-03-28,Germany U19,Greece U19,"U19 UEFA European Championship, Elite round Gr. 1",,0,,0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Francis Onyeka,19,2026-03-25,Germany U19,Sweden U19,"U19 UEFA European Championship, Elite round Gr. 1",,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Francis Onyeka,19,2026-03-22,VfL Bochum 1848,Holstein Kiel,2. Bundesliga,6.1,31,,0,0.0,0,0,0.13,0.0,2,4,0,0,0,0,1,11,M,MC
Francis Onyeka,19,2026-03-14,Hertha BSC,VfL Bochum 1848,2. Bundesliga,6.1,90,,0,0.0,0,0,0.06,0.04,24,29,0,0,0,0,3,38,M,MC
Francis Onyeka,19,2026-03-07,VfL Bochum 1848,1. FC Kaiserslautern,2. Bundesliga,6.3,77,,0,0.0,0,0,0.3,0.01,14,15,1,0,0,0,2,24,M,MC
Francis Onyeka,19,2026-02-27,Fortuna Düsseldorf,VfL Bochum 1848,2. Bundesliga,6.1,45,,0,0.0,0,0,0.27,0.03,10,10,1,0,0,0,0,19,M,MC
Francis Onyeka,19,2026-02-20,VfL Bochum 1848,1. FC Nürnberg,2. Bundesliga,7.2,90,,0,0.0,1,0,0.86,0.06,16,18,2,0,0,0,1,34,M,MC
