Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Kjell Wätjen,20,2026-05-17,Karlsruher SC,VfL Bochum 1848,2. Bundesliga,7.5,71,,0,0.0,1,0,0.23,0.03,15,19,3,0,0,0,4,29,M,MC
Kjell Wätjen,20,2026-05-09,VfL Bochum 1848,Hannover 96,2. Bundesliga,6.5,60,,0,0.0,0,0,0.0,0.02,16,19,0,0,0,0,1,23,M,MC
Kjell Wätjen,20,2026-05-02,Arminia Bielefeld,VfL Bochum 1848,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Kjell Wätjen,20,2026-04-26,VfL Bochum 1848,SpVgg Greuther Fürth,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Kjell Wätjen,20,2026-04-18,SG Dynamo Dresden,VfL Bochum 1848,2. Bundesliga,6.4,26,,0,0.0,0,0,0.0,0.0,4,5,0,0,1,0,1,8,M,MC
Kjell Wätjen,20,2026-04-12,VfL Bochum 1848,Eintracht Braunschweig,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Kjell Wätjen,20,2026-04-04,1. FC Magdeburg,VfL Bochum 1848,2. Bundesliga,6.4,45,,0,0.0,0,0,0.0,0.02,7,9,0,0,0,0,2,14,M,MC
Kjell Wätjen,20,2026-03-31,Poland U20,Germany U20,U20 Elite League,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Kjell Wätjen,20,2026-03-26,Germany U20,Czechia U20,U20 Elite League,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Kjell Wätjen,20,2026-03-22,VfL Bochum 1848,Holstein Kiel,2. Bundesliga,6.9,13,,0,0.0,0,0,0.0,0.04,8,8,1,0,0,0,3,13,M,MC
Kjell Wätjen,20,2026-03-14,Hertha BSC,VfL Bochum 1848,2. Bundesliga,6.4,18,,0,0.0,0,0,0.14,0.0,10,14,0,0,0,0,1,25,M,MC
Kjell Wätjen,20,2026-03-07,VfL Bochum 1848,1. FC Kaiserslautern,2. Bundesliga,7.4,32,,0,0.0,0,0,0.02,0.36,9,9,1,0,0,0,2,11,M,MC
Kjell Wätjen,20,2026-02-27,Fortuna Düsseldorf,VfL Bochum 1848,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Kjell Wätjen,20,2026-02-20,VfL Bochum 1848,1. FC Nürnberg,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Kjell Wätjen,20,2026-02-15,VfL Bochum 1848,SC Paderborn 07,2. Bundesliga,6.4,16,,0,0.0,0,0,0.0,0.01,5,7,1,0,1,0,0,11,M,MC
