Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Luca Raimund,21,2026-05-17,SpVgg Greuther Fürth,Fortuna Düsseldorf,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Luca Raimund,21,2026-05-10,Fortuna Düsseldorf,SV 07 Elversberg,2. Bundesliga,6.4,20,,0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,4,M,MC
Luca Raimund,21,2026-05-02,FC Schalke 04,Fortuna Düsseldorf,2. Bundesliga,6.7,26,,0,0.0,0,0,0.12,0.01,6,8,0,0,0,0,3,16,M,MC
Luca Raimund,21,2026-04-24,Fortuna Düsseldorf,SG Dynamo Dresden,2. Bundesliga,7.4,46,,0,0.0,1,0,0.29,0.0,5,10,0,0,0,0,3,23,M,MC
Luca Raimund,21,2026-04-10,Fortuna Düsseldorf,Holstein Kiel,2. Bundesliga,6.4,61,,0,0.0,0,0,0.05,0.02,18,25,0,0,1,0,2,47,M,MC
Luca Raimund,21,2026-04-04,1. FC Kaiserslautern,Fortuna Düsseldorf,2. Bundesliga,6.6,59,,0,0.0,0,0,0.26,0.02,12,17,0,0,0,0,4,26,M,MC
Luca Raimund,21,2026-03-14,Eintracht Braunschweig,Fortuna Düsseldorf,2. Bundesliga,7.3,11,,0,0.0,0,0,0.03,0.03,3,5,1,0,0,0,0,13,M,MC
Luca Raimund,21,2026-03-07,1. FC Nürnberg,Fortuna Düsseldorf,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Luca Raimund,21,2026-02-27,Fortuna Düsseldorf,VfL Bochum 1848,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Luca Raimund,21,2026-01-24,Hannover 96,Fortuna Düsseldorf,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Luca Raimund,21,2026-01-16,Fortuna Düsseldorf,Arminia Bielefeld,2. Bundesliga,6.4,28,,0,0.0,0,0,0.03,0.0,1,2,0,0,0,0,1,11,M,MC
Luca Raimund,21,2025-12-20,Fortuna Düsseldorf,SpVgg Greuther Fürth,2. Bundesliga,6.7,15,,0,0.0,0,0,0.0,0.02,2,3,1,0,0,0,1,7,M,MC
Luca Raimund,21,2025-12-14,SV 07 Elversberg,Fortuna Düsseldorf,2. Bundesliga,6.8,27,,0,0.0,0,0,0.02,0.0,6,8,0,0,0,0,0,14,M,MC
Luca Raimund,21,2025-12-05,Fortuna Düsseldorf,FC Schalke 04,2. Bundesliga,6.5,69,,0,0.0,0,0,0.01,0.07,12,15,1,0,0,0,3,27,M,MC
