Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity,Age
Lewis Cook,2025-10-26,Bournemouth,Nottingham Forest,,1,108.0,0.0,108.0,0,0,0.0,0.0,0,2,0,0,0,0,1,2,0,0.0,29
Lewis Cook,2025-11-02,Manchester City,Bournemouth,7.0,28,3024.0,6.0,108.0,0,0,0.0,0.02,27,31,1,0,0,0,3,37,0,1.98,29
Lewis Cook,2025-11-09,Aston Villa,Bournemouth,6.2,45,4860.0,9.0,108.0,0,0,0.02,0.0,16,20,0,0,3,0,2,34,0,1.85,29
Lewis Cook,2025-11-22,Bournemouth,West Ham United,7.6,90,9720.0,18.0,108.0,0,0,0.02,0.08,84,96,5,0,3,0,8,118,0,1.85,29
Lewis Cook,2025-11-29,Sunderland,Bournemouth,6.2,51,5508.0,10.0,108.0,0,0,0.0,0.02,23,26,0,0,3,0,3,37,0,1.82,29
Lewis Cook,2025-12-20,Bournemouth,Burnley,7.0,90,9720.0,18.0,108.0,0,0,0.0,0.09,52,57,1,0,1,0,7,74,0,1.85,29
Lewis Cook,2025-12-27,Brentford,Bournemouth,6.8,90,9720.0,18.0,108.0,0,0,0.03,0.02,36,45,0,0,3,0,3,64,0,1.85,29
Lewis Cook,2026-01-03,Bournemouth,Arsenal,7.0,16,1728.0,3.0,108.0,0,0,0.0,0.01,8,8,2,0,0,0,1,13,0,1.74,29
Lewis Cook,2026-01-07,Bournemouth,Tottenham Hotspur,6.7,90,9720.0,18.0,108.0,0,0,0.0,0.03,21,25,0,0,3,0,6,37,0,1.85,29
Lewis Cook,2026-01-10,Newcastle United,Bournemouth,6.6,120,12960.0,24.0,108.0,0,0,0.0,0.0,26,34,3,0,1,0,2,50,0,1.85,29
Lewis Cook,2026-01-19,Brighton & Hove Albion,Bournemouth,7.5,90,9720.0,18.0,108.0,0,0,0.0,0.01,37,41,0,0,1,0,10,56,0,1.85,29
Lewis Cook,2026-01-24,Bournemouth,Liverpool,7.1,90,9720.0,18.0,108.0,0,0,0.0,0.02,25,26,0,0,3,0,6,45,0,1.85,29
Lewis Cook,2026-01-31,Wolverhampton,Bournemouth,7.6,90,9720.0,18.0,108.0,0,0,0.0,0.02,53,59,0,0,2,0,3,73,0,1.85,29
Lewis Cook,2026-02-07,Bournemouth,Aston Villa,7.1,90,9720.0,18.0,108.0,0,0,0.0,0.2,37,48,2,0,2,0,9,70,0,1.85,29
Lewis Cook,2026-02-10,Everton,Bournemouth,6.3,10,1080.0,2.0,108.0,0,0,0.0,0.0,1,2,0,0,0,0,0,4,0,1.85,29
