Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Sven Michel,35,2026-05-25,SC Paderborn 07,VfL Wolfsburg,"Bundesliga, Relegation/Promotion Playoffs",6.1,50,,0,0.0,0,0,0.0,0.0,7,17,3,0,1,0,2,30,F,ATT
Sven Michel,35,2026-05-21,VfL Wolfsburg,SC Paderborn 07,"Bundesliga, Relegation/Promotion Playoffs",6.3,12,,0,0.0,0,0,0.0,0.0,1,2,0,0,0,0,0,6,F,ATT
Sven Michel,35,2026-05-17,Darmstadt 98,SC Paderborn 07,2. Bundesliga,6.9,27,,0,0.0,1,0,0.65,0.01,6,7,0,0,1,0,1,14,F,ATT
Sven Michel,35,2026-05-08,SC Paderborn 07,Karlsruher SC,2. Bundesliga,6.4,31,,0,0.0,0,0,0.04,0.02,8,9,1,0,0,0,2,13,F,ATT
Sven Michel,35,2026-05-03,SV 07 Elversberg,SC Paderborn 07,2. Bundesliga,6.5,22,,0,0.0,0,0,0.0,0.05,3,5,1,0,0,0,2,9,F,ATT
Sven Michel,35,2026-04-26,SC Paderborn 07,FC Schalke 04,2. Bundesliga,6.4,10,,0,0.0,0,0,0.39,0.0,0,0,0,0,0,0,0,3,F,ATT
Sven Michel,35,2026-04-18,Hannover 96,SC Paderborn 07,2. Bundesliga,6.3,15,,0,0.0,0,0,0.09,0.0,2,6,1,0,0,0,1,13,F,ATT
Sven Michel,35,2026-04-12,SC Paderborn 07,1. FC Magdeburg,2. Bundesliga,,1,,0,0.0,0,0,0.0,0.01,1,1,0,0,0,0,0,1,F,ATT
Sven Michel,35,2026-04-05,SpVgg Greuther Fürth,SC Paderborn 07,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Sven Michel,35,2026-03-21,SC Paderborn 07,SG Dynamo Dresden,2. Bundesliga,6.5,9,,0,0.0,0,0,0.42,0.01,1,2,0,0,0,0,0,5,F,ATT
Sven Michel,35,2026-03-07,SC Paderborn 07,Eintracht Braunschweig,2. Bundesliga,7.7,29,,0,0.0,1,0,0.28,0.1,10,13,2,0,0,0,2,24,F,ATT
Sven Michel,35,2026-02-28,1. FC Kaiserslautern,SC Paderborn 07,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Sven Michel,35,2026-02-22,SC Paderborn 07,Hertha BSC,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Sven Michel,35,2026-02-15,VfL Bochum 1848,SC Paderborn 07,2. Bundesliga,6.5,64,,0,0.0,0,0,0.23,0.1,9,18,0,0,0,0,2,29,F,ATT
Sven Michel,35,2026-02-07,SC Paderborn 07,1. FC Nürnberg,2. Bundesliga,6.4,66,,0,0.0,0,0,0.24,0.03,8,11,1,0,0,0,1,32,F,ATT
