Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity,Age
Carles Aleñá,2026-01-18,Atlético Madrid,Deportivo Alavés,6.6,69,7452.0,14.0,108.0,0,0,0.0,0.0,19,21,0,0,1,0,1,35,0,1.88,28
Carles Aleñá,2026-01-25,Deportivo Alavés,Real Betis,7.0,89,9612.0,18.0,108.0,0,0,0.07,0.14,30,40,1,0,0,0,4,70,0,1.87,28
Carles Aleñá,2026-01-30,Espanyol,Deportivo Alavés,7.2,90,9720.0,18.0,108.0,0,0,0.0,0.28,35,45,3,0,0,0,6,70,0,1.85,28
Carles Aleñá,2026-02-04,Deportivo Alavés,Real Sociedad,6.5,6,648.0,1.0,108.0,0,0,0.0,0.0,2,2,0,0,0,0,0,6,0,1.54,28
Carles Aleñá,2026-02-08,Deportivo Alavés,Getafe,6.7,77,8316.0,15.0,108.0,0,0,0.0,0.27,24,28,3,0,1,0,1,44,0,1.8,28
Carles Aleñá,2026-02-14,Sevilla,Deportivo Alavés,6.5,84,9072.0,17.0,108.0,0,0,0.4,0.26,39,40,2,0,2,0,2,56,0,1.87,28
Carles Aleñá,2026-02-23,Deportivo Alavés,Girona FC,5.9,88,9504.0,18.0,108.0,0,0,0.18,0.18,23,30,3,0,0,0,5,49,0,1.89,28
Carles Aleñá,2026-02-27,Levante UD,Deportivo Alavés,6.8,72,7776.0,14.0,108.0,0,0,0.51,0.27,13,15,2,0,1,0,5,35,0,1.8,28
Carles Aleñá,2026-03-08,Valencia,Deportivo Alavés,6.3,68,7344.0,14.0,108.0,0,0,0.0,0.02,25,28,1,0,0,0,2,38,0,1.91,28
Carles Aleñá,2026-03-13,Deportivo Alavés,Villarreal,6.4,75,8100.0,15.0,108.0,0,0,0.01,0.07,25,31,1,0,1,0,3,41,0,1.85,28
Carles Aleñá,2026-03-22,Celta Vigo,Deportivo Alavés,6.3,45,4860.0,9.0,108.0,0,0,0.03,0.0,8,9,1,0,0,0,3,18,0,1.85,28
Carles Aleñá,2026-04-05,Deportivo Alavés,Osasuna,6.3,45,4860.0,9.0,108.0,0,0,0.02,0.08,12,13,1,0,0,0,0,22,0,1.85,28
Carles Aleñá,2026-04-11,Real Sociedad,Deportivo Alavés,6.6,24,2592.0,5.0,108.0,0,0,0.0,0.04,17,19,0,0,0,0,2,27,0,1.93,28
Carles Aleñá,2026-04-21,Real Madrid,Deportivo Alavés,6.7,32,3456.0,6.0,108.0,0,0,0.11,0.16,25,27,2,0,0,0,0,37,0,1.74,28
Carles Aleñá,2026-04-25,Deportivo Alavés,Mallorca,6.7,63,6804.0,13.0,108.0,0,0,0.03,0.18,18,23,3,0,0,0,2,38,0,1.91,28
