Nom,Poste_Cat,Matchs,xG,xA,KP,Drb,Dist,Def
Tom Cairney,MC,7,0.0,0.024,1.23,2.37,6588.0,7.4
Tom Krauß,MC,11,0.0,0.03,1.0,1.72,9288.0,7.5
Tsuyoshi Watanabe,MC,14,0.0,0.026500000000000003,0.0,1.665,9720.0,4.645
Tyrick Mitchell,MC,13,0.01,0.07,1.0,1.64,9720.0,5.25
Valentin Rongier,MC,13,0.0,0.09,2.0,1.65,9720.0,7.0
Valentín Barco,MC,13,0.0,0.15,2.5,1.66,9720.0,5.0
Vitaliy Mykolenko,MC,13,0.0,0.03,0.87,1.64,9720.0,4.13
Vitaly Janelt,MC,14,0.0,0.06,1.0,1.66,9720.0,6.5
Vitinha,MC,14,0.05,0.041999999999999996,1.0,1.6949999999999998,9504.0,4.0
Waleed Al-Ahmed,MC,12,0.03,0.01,0.0,1.65,9720.0,4.5
Warren Zaïre-Emery,MC,13,0.0,0.05,0.0,1.78,8748.0,5.77
Wesley,MC,6,0.0,0.025,1.135,1.6749999999999998,9720.0,6.375
William Mikelbrencis,MC,11,0.0,0.108,1.14,1.7,9288.0,4.93
Xaver Schlager,MC,12,0.0,0.075,1.075,1.6549999999999998,9720.0,5.885
Yacine Adli,MC,14,0.01,0.13,2.0,1.6949999999999998,9720.0,5.0
Yanis Zouaoui,MC,14,0.0,0.074,1.005,1.75,9396.0,5.07
Yann Bisseck,MC,11,0.0,0.05,0.0,1.69,9720.0,4.0
Yannick Leliendal,MC,13,0.01,0.03,1.0,1.64,9720.0,6.0
Yasin Ayari,MC,8,0.0,0.02,1.005,1.68,9720.0,6.5
Ylber Ramadani,MC,13,0.053,0.03,0.0,1.64,9720.0,7.94
Yoann Barbet,MC,14,0.025,0.01,0.0,1.66,9720.0,6.0
Youssef Maleh,MC,12,0.025,0.02,0.0,1.63,9720.0,4.5
Yukinari Sugawara,MC,10,0.005,0.0765,0.5,1.67,9666.0,1.505
Yuri Berchiche,MC,13,0.0,0.03,1.0,1.65,9720.0,5.56
Zakaria Hawsawi,MC,13,0.0,0.051,1.01,1.67,9612.0,6.0
Zaydou Youssouf,MC,14,0.02,0.03,0.5,1.66,9720.0,11.0
Zeki Çelik,MC,14,0.0,0.037500000000000006,0.505,1.69,9666.0,4.8100000000000005
Zico Buurmeester,MC,14,0.035,0.02,0.0,1.64,9720.0,4.5
Ziyad Aljohani,MC,8,0.005,0.0115,0.0,1.8399999999999999,8748.0,4.645
Álex Jiménez,MC,14,0.01,0.025500000000000002,1.0,1.685,9450.0,7.515
Álex Moreno,MC,12,0.015,0.03,0.0,1.6349999999999998,9720.0,4.5
Adam Forshaw,MDF,9,0.0,0.02,0.0,1.89,8532.0,6.43
Adam Randell,MDF,13,0.0,0.033,0.0,1.68,9720.0,5.0
Adilson Malanda,MDF,14,0.015,0.012,0.0,1.64,9720.0,6.05
Ahmed Al-Nakhli,MDF,12,0.0,0.069,0.0,1.64,9720.0,5.5
Ainsley Maitland-Niles,MDF,13,0.0,0.06,0.0,1.64,9720.0,5.0
Alejandro Rego,MDF,13,0.0,0.029,0.0,3.24,4860.0,6.28
Alejandro Rego Mora,MDF,13,0.0,0.029,0.0,2.63,6048.0,6.21
Alexis Mac Allister,MDF,13,0.08,0.02,1.1,1.69,9612.0,4.0
Alonzo Engwanda,MDF,14,0.0,0.036000000000000004,0.0,1.65,9720.0,5.0
Amir Hadžiahmetović,MDF,10,0.0,0.025500000000000002,0.0,2.37,6858.0,6.0
Ander Guevara,MDF,6,0.0,0.016,0.0,3.7,4320.0,6.0
Andoni Gorosabel,MDF,9,0.0,0.05,0.0,1.64,9720.0,5.0
Arthur Avom Ebong,MDF,12,0.0,0.0445,0.0,1.66,9720.0,7.0
Aske Adelgaard,MDF,14,0.0,0.059,0.0,1.67,9720.0,6.0
Aurélien Tchouaméni,MDF,12,0.08,0.035500000000000004,0.0,1.68,9720.0,6.21
Axel Witsel,MDF,14,0.0,0.03,0.0,1.6549999999999998,9720.0,7.2
Beñat Turrientes,MDF,11,0.014,0.015,1.48,2.2,7236.0,5.0
Bilal Nadir,MDF,7,0.0,0.022,0.0,3.25,4860.0,5.62
Birger Verstraete,MDF,10,0.0,0.022,0.0,1.8250000000000002,8802.0,5.52
Boubacar Traoré,MDF,12,0.01,0.01,0.0,1.78,8910.0,6.15
Brandon Mechele,MDF,12,0.02,0.01,0.0,1.64,9720.0,6.5
Castello Lukeba,MDF,12,0.0,0.025,0.0,1.66,9720.0,6.0
Charles Vanhoutte,MDF,11,0.0,0.025,0.0,1.67,9612.0,6.67
Conor Coventry,MDF,9,0.0,0.02,0.0,2.01,7992.0,4.86
César Azpilicueta,MDF,12,0.0,0.016,0.0,1.8399999999999999,8856.0,4.845000000000001
Daam Foulon,MDF,14,0.0,0.033,0.0,1.68,9720.0,5.0
Dani Vivian,MDF,12,0.01,0.015,0.0,1.625,9720.0,7.0
Declan Rice,MDF,13,0.0,0.07,2.0,1.65,9720.0,5.0
Denis Zakaria,MDF,14,0.025,0.01,0.0,1.665,9720.0,4.87
Destiny Udogie,MDF,11,0.0,0.04,0.0,1.67,9612.0,5.0
Dimitris Kourbelis,MDF,12,0.0,0.025,0.0,1.65,9720.0,6.865
Emmanuel Kakou,MDF,11,0.02,0.01,0.0,1.66,9720.0,6.0
Emre Can,MDF,9,0.0,0.04,0.0,1.68,9720.0,7.83
Etienne Camara,MDF,14,0.0,0.02,0.0,2.0700000000000003,7776.0,7.335
Fabinho,MDF,13,0.0,0.06,0.0,1.66,9720.0,5.0
Fabio Miretti,MDF,3,0.0,0.02,0.0,3.23,4860.0,5.9
Florentino Luís,MDF,8,0.0,0.015,0.0,2.25,7128.0,5.305
Flávio,MDF,14,0.0,0.025,0.0,1.62,9720.0,6.0
Granit Xhaka,MDF,12,0.0,0.04,0.5,1.66,9720.0,9.0
Hakan Çalhanoğlu,MDF,11,0.054,0.094,1.34,2.2,7452.0,7.83
Han-Noah Massengo,MDF,13,0.013,0.012,0.0,1.69,9504.0,6.0
Hector Kyprianou,MDF,11,0.0,0.022,0.0,1.67,9720.0,5.0
Hugo Magnetti,MDF,14,0.0,0.035,0.0,1.66,9720.0,7.890000000000001
Ibrahim Sangaré,MDF,12,0.0,0.03,0.0,1.65,9720.0,8.5
Ibrahima Sissoko,MDF,7,0.0,0.022,0.0,1.76,8856.0,10.47
Ibrahima Sory Bangoura,MDF,12,0.015,0.011,0.0,1.705,9396.0,6.755
Ismaelo Ganiou,MDF,14,0.015,0.025,0.0,1.64,9720.0,6.0
Ivan Mesík,MDF,14,0.005,0.018000000000000002,0.0,1.61,9720.0,5.125
James Sands,MDF,13,0.02,0.019,0.0,1.64,9720.0,7.0
Javi Galán,MDF,13,0.0,0.03,0.0,1.64,9720.0,5.0
Jaydee Canvot,MDF,14,0.01,0.0325,0.0,1.68,9720.0,5.62
Jefferson Lerma,MDF,10,0.02,0.035,0.0,1.66,9720.0,6.0
Jeremy Ngakia,MDF,13,0.0,0.015,0.0,1.71,9180.0,5.45
Jobe Bellingham,MDF,12,0.019,0.051500000000000004,0.0,1.69,9612.0,7.12
Jordy Makengo,MDF,8,0.0,0.057,0.0,1.63,9720.0,5.0
Joris Chotard,MDF,14,0.0,0.038,0.0,1.64,9720.0,7.0
José Ángel Carmona,MDF,14,0.0,0.0275,0.0,3.21,4860.0,5.0
João Cancelo,MDF,14,0.01,0.065,0.0,1.705,9450.0,5.865
João Mário,MDF,11,0.0,0.032,0.0,1.75,9180.0,5.49
João Neves,MDF,12,0.055,0.049,0.5,2.2350000000000003,7074.0,6.835
Kike Salas,MDF,14,0.01,0.015,0.0,1.645,9720.0,6.295
Kiko Femenía,MDF,13,0.0,0.02,0.0,1.68,9288.0,5.62
Kim Min-jae,MDF,10,0.0,0.04,0.0,1.6549999999999998,9720.0,7.0
Lasso Coulibaly,MDF,7,0.0,0.021,0.0,5.99,2700.0,9.0
Leon Avdullahu,MDF,14,0.0,0.05,0.0,1.66,9720.0,6.0
Lewis Hall,MDF,13,0.0,0.07,0.0,1.65,9720.0,8.0
Lewis Miley,MDF,13,0.0,0.039,0.0,1.64,9720.0,5.0
Lisandro Martínez,MDF,13,0.0,0.03,0.0,1.68,9720.0,6.0
Lloyd Kelly,MDF,13,0.0,0.03,0.0,1.68,9720.0,5.0
Loreintz Rosier,MDF,13,0.01,0.01,0.0,1.66,9720.0,6.0
Luca Lipani,MDF,10,0.0,0.02,0.0,3.74,3904.62,4.79
Lucas Pires,MDF,8,0.005,0.025,0.0,1.6349999999999998,9720.0,6.0
Lushendry Edward Martes,MDF,13,0.0,0.02,0.0,1.83,8640.0,6.0
Mahamadou Nagida,MDF,10,0.005,0.01,0.0,1.895,8532.0,7.8149999999999995
Majed Omar Kanabah,MDF,14,0.0055,0.0225,0.0,1.88,8424.0,5.21
Marcos Alonso,MDF,14,0.015,0.02,0.0,1.64,9720.0,5.96
Marcos Senesi,MDF,14,0.005,0.025,0.0,1.6549999999999998,9720.0,5.0
Marcus Linday,MDF,14,0.0,0.05,0.0,1.67,9720.0,5.465
Marius Marin,MDF,8,0.0,0.0245,0.0,2.415,6480.0,5.455
Martín Zubimendi,MDF,11,0.0,0.026,1.0,1.77,9072.0,4.29
Matisse Samoise,MDF,11,0.0,0.029,0.0,1.92,8316.0,5.84
Maximilien Balard,MDF,13,0.0,0.045,0.0,1.65,9612.0,5.06
Moisés Caicedo,MDF,13,0.02,0.02,0.0,1.65,9720.0,6.92
Moteb Al-Harbi,MDF,14,0.0,0.026000000000000002,0.0,1.895,8316.0,5.25
Mukhtar Ali,MDF,9,0.02,0.02,0.0,1.68,9720.0,5.0
Nabil Bentaleb,MDF,10,0.0,0.15000000000000002,0.0,1.65,9720.0,7.5
Nampalys Mendy,MDF,13,0.0,0.025,0.0,1.81,8748.0,5.56
Nathaniel Brown,MDF,13,0.0,0.03,0.0,1.65,9720.0,5.0
Niccolò Pisilli,MDF,11,0.02,0.02,0.0,1.64,9720.0,5.06
Nils Rossen,MDF,12,0.0,0.025,0.0,1.65,9720.0,5.904999999999999
Noah Cadiou,MDF,13,0.0,0.03,0.0,1.64,9720.0,7.0
Nordin Bukala,MDF,10,0.0,0.018500000000000003,0.0,1.8250000000000002,8640.0,5.625
Oliver Skipp,MDF,12,0.0,0.015,0.0,1.74,9180.0,4.75
Ousmane Diakité,MDF,12,0.01,0.016,0.0,1.66,9720.0,6.5
Pablo Barrios,MDF,13,0.0,0.032,0.0,2.92,5400.0,6.0
Pablo Martínez,MDF,13,0.0,0.03,0.0,1.85,8640.0,5.0
Philip Brittijn,MDF,14,0.01,0.016,0.0,1.72,9234.0,5.085
Philippe Sandler,MDF,12,0.0,0.0345,0.0,1.68,9666.0,5.5
Rasmus Kristensen,MDF,12,0.0,0.04,0.0,1.64,9720.0,5.5
Robert Andrich,MDF,13,0.0,0.02,0.0,1.66,9720.0,6.0
Robin Pröpper,MDF,8,0.0,0.0165,0.0,1.75,9180.0,6.715
Rodri,MDF,12,0.0,0.05500000000000001,1.0,1.71,9720.0,7.154999999999999
Rudy Matondo,MDF,13,0.01,0.022,0.0,2.67,5877.0,5.24
Ryan Flamingo,MDF,8,0.0,0.025,0.0,1.67,9720.0,5.07
Saad Al-Nasser,MDF,5,0.0,0.026,0.0,2.16,7344.0,7.2
Sam Morsy,MDF,11,0.0,0.039,0.0,1.74,8856.0,6.75
Sami Lahssaini,MDF,13,0.0,0.03,0.0,1.64,9720.0,10.0
Samir Sophian Chergui,MDF,10,0.01,0.005,0.0,1.64,9720.0,6.0
Santi Comesaña,MDF,13,0.0,0.036,1.08,1.71,9612.0,6.0
Sergio Carreira,MDF,14,0.0,0.04,0.0,1.64,9720.0,5.0
Sergiño Dest,MDF,14,0.0,0.055,0.0,1.6549999999999998,9720.0,6.0
Siebe Van Der Heyden,MDF,14,0.015,0.01,0.0,1.64,9720.0,5.92
Stanislav Lobotka,MDF,14,0.0,0.0315,0.44,1.65,9720.0,4.345000000000001
Stefan Bajčetić,MDF,13,0.0,0.021,0.0,1.8,8748.0,7.97
Stephane Keller,MDF,13,0.015,0.0,0.0,1.64,9720.0,8.89
Sulemana,MDF,11,0.01,0.012,0.0,1.66,9396.0,6.21
Tanner Tessmann,MDF,9,0.0,0.016,0.0,2.26,7020.0,5.0
Tariq Mohammed,MDF,10,0.0,0.025,0.0,1.685,9504.0,5.029999999999999
Thijmen Blokzijl,MDF,14,0.0,0.0335,0.0,1.65,9720.0,7.0
Thomas Partey,MDF,6,0.0,0.0,0.0,2.615,6426.0,4.0
Tyler Morton,MDF,14,0.0,0.037,0.0,1.67,9720.0,5.245
Tyrone Owusu,MDF,13,0.01,0.051,0.0,1.75,9072.0,6.43
Unai Núñez,MDF,10,0.015,0.005,0.0,1.65,9720.0,5.5
Valentin Rosier,MDF,14,0.015,0.04,0.0,1.6349999999999998,9720.0,7.5
Valy Konaté,MDF,9,0.0,0.06,0.0,1.66,9720.0,9.0
Victor Hugo,MDF,8,0.0,0.0185,0.0,1.955,8208.0,5.15
Vincent Sierro,MDF,13,0.0,0.02,0.0,1.83,8640.0,5.0
Víctor Chust,MDF,12,0.0,0.03,0.0,1.64,9720.0,5.0
Youssouf Fofana,MDF,12,0.14650000000000002,0.0625,1.175,2.16,7236.0,4.03
Youssouf Ndayishimiye,MDF,12,0.005,0.0205,0.0,1.66,9720.0,5.56
Yves Bissouma,MDF,12,0.0,0.0,0.0,2.44,6480.0,6.32
Édouard Michut,MDF,14,0.0,0.025,0.0,1.65,9720.0,7.42
Abdul Fatawu Issahaku,MOF,14,0.052000000000000005,0.08,1.0,1.65,9720.0,5.0
Abdulaziz Al-Aliwa,MOF,14,0.02,0.07500000000000001,1.0,1.64,9720.0,4.5
Abdulrahman Al-Obaid,MOF,12,0.0,0.095,2.0,1.665,9720.0,3.0
Abdulrahman Alobud,MOF,10,0.0,0.022,1.5899999999999999,3.42,4644.0,4.145
Adem Zorgane,MOF,13,0.02,0.071,1.0,1.65,9720.0,7.0
Afonso Moreira,MOF,14,0.0485,0.1355,2.0,1.69,9612.0,4.52
Albert Sambi Lokonga,MOF,11,0.02,0.04,2.0,1.66,9720.0,4.0
Alberto Moleiro,MOF,12,0.02,0.0455,1.17,2.065,7776.0,4.5
Aleix García,MOF,13,0.044,0.1,1.0,1.67,9720.0,6.0
Alex Iwobi,MOF,14,0.04,0.196,1.71,1.66,9720.0,5.98
Amad Diallo,MOF,11,0.051,0.03,1.0,1.66,9612.0,6.0
Amadou Koné,MOF,14,0.025,0.03,1.0,1.665,9720.0,7.88
Anan Khalaili,MOF,14,0.0315,0.262,2.14,1.6749999999999998,9720.0,8.0
Andrei Rațiu,MOF,14,0.02,0.065,1.0,1.635,9720.0,6.0
Angelo Fulgini,MOF,14,0.04,0.076,1.06,1.73,9450.0,4.65
Arda Güler,MOF,14,0.0505,0.174,2.285,2.05,7884.0,5.2
Arkadiusz Pyrka,MOF,13,0.02,0.07,1.0,1.63,9720.0,5.0
Arnau Martínez,MOF,14,0.025,0.02,1.0,1.64,9720.0,5.145
Aron Dønnum,MOF,14,0.0475,0.10750000000000001,2.0,1.66,9720.0,5.0
Arsène Kouassi,MOF,14,0.0,0.03,1.0150000000000001,1.6749999999999998,9720.0,4.57
Arthur Zagre,MOF,13,0.04,0.047,1.0,1.66,9720.0,6.72
Bart van Rooij,MOF,14,0.03,0.08,1.0,1.67,9720.0,7.1
Ben Whiteman,MOF,13,0.03,0.06,2.0,1.66,9720.0,7.0
Bobby Clark,MOF,12,0.0505,0.065,1.0,1.7,9504.0,6.140000000000001
Boy Kemper,MOF,14,0.02,0.095,1.0,1.64,9720.0,5.0
Brahim Díaz,MOF,13,0.0,0.07,1.17,2.03,7992.0,2.43
Bruno Fernandes,MOF,14,0.03,0.27,4.5,1.68,9720.0,3.5
Callum Elder,MOF,11,0.0,0.162,2.0,1.66,9720.0,2.0
Callum Styles,MOF,14,0.02,0.045,1.0,1.645,9720.0,5.0
Cameron Brannagan,MOF,13,0.05,0.15,2.0,1.67,9720.0,5.0
Cedric Hatenboer,MOF,14,0.04,0.057,1.01,1.7,9612.0,5.21
Christian Bassogog,MOF,14,0.005,0.0635,2.0,1.6949999999999998,9720.0,3.125
Christian Eriksen,MOF,13,0.042,0.303,2.09,1.68,9720.0,5.0
Christopher Baah,MOF,12,0.03,0.27,2.0,1.6749999999999998,9720.0,4.5
Christopher Scott,MOF,14,0.035,0.04,1.0,1.64,9720.0,4.0
Cole Palmer,MOF,13,0.173,0.09,2.4,1.83,8964.0,4.0
Daichi Kamada,MOF,11,0.04,0.13,2.25,1.66,9720.0,4.04
Dani Olmo,MOF,13,0.062,0.037,1.23,2.33,6696.0,5.06
Darko Nejašmić,MOF,14,0.015,0.07150000000000001,1.0,1.65,9720.0,7.5
Dave Kwakman,MOF,11,0.02,0.01,1.0,1.67,9720.0,5.0
Davide Zappacosta,MOF,13,0.021,0.09,1.0,1.7,9288.0,5.37
Derrick Köhn,MOF,12,0.05,0.035,1.225,1.66,9720.0,4.295
Diego Moreira,MOF,13,0.05,0.03,1.48,1.7,9612.0,3.55
Domagoj Bradarić,MOF,10,0.0,0.095,1.5,1.6949999999999998,9396.0,3.5
Dominik Szoboszlai,MOF,14,0.035,0.175,2.0,1.67,9720.0,7.5
Edoardo Bove,MOF,6,0.0,0.028999999999999998,1.025,3.3,4806.0,4.61
Eljif Elmas,MOF,8,0.0,0.027000000000000003,1.0699999999999998,1.6549999999999998,9720.0,2.5
Emanuele Valeri,MOF,14,0.0,0.115,1.5,1.64,9720.0,4.62
Emerson,MOF,10,0.01,0.0785,2.01,1.645,9720.0,2.5149999999999997
Enzo Millot,MOF,13,0.04,0.07,1.45,1.67,9720.0,5.81
Eric Bocat,MOF,14,0.0315,0.01,1.0,1.66,9666.0,5.715
Fabian Rieder,MOF,12,0.015,0.11000000000000001,1.0,1.67,9720.0,5.3100000000000005
Florian Wirtz,MOF,14,0.015,0.053,2.475,1.9849999999999999,8154.0,5.145
Franck Honorat,MOF,14,0.02,0.11599999999999999,2.0,1.71,9342.0,2.885
Gauthier Hein,MOF,14,0.051,0.07500000000000001,2.0,1.66,9720.0,4.0
Germán Valera,MOF,14,0.04,0.14,1.45,1.6749999999999998,9720.0,4.220000000000001
Giorgi Tsitaishvili,MOF,13,0.03,0.13,1.49,1.67,9720.0,4.0
Giovani Lo Celso,MOF,9,0.04,0.046,2.0,3.22,4860.0,5.7
Guus Til,MOF,13,0.05,0.031,1.0,1.7,9612.0,2.0
Guéla Doué,MOF,14,0.02,0.01,1.0,1.65,9720.0,5.0
Gyan de Regt,MOF,14,0.04,0.43,2.0,1.66,9720.0,2.825
Hamed Junior Traorè,MOF,5,0.0,0.025,1.22,2.42,6804.0,4.29
Henrikh Mkhitaryan,MOF,7,0.154,0.29,2.37,2.57,6372.0,5.92
Hwang Hee-chan,MOF,8,0.0,0.0165,1.0350000000000001,2.08,7614.0,4.05
Idrissa Gana Gueye,MOF,14,0.035,0.035,1.0,1.665,9720.0,7.0
Igor Paixão,MOF,13,0.04,0.071,1.14,1.73,9612.0,4.0
Ilias Bronkhorst,MOF,12,0.0,0.095,1.155,1.6549999999999998,9720.0,4.52
Jack Grealish,MOF,13,0.03,0.08,1.12,1.66,9720.0,5.0
James Garner,MOF,13,0.02,0.1,1.0,1.66,9720.0,6.0
James Maddison,MOF,9,0.057,0.18,2.34,1.99,8100.0,3.51
Jarrod Bowen,MOF,14,0.035,0.11,2.1100000000000003,1.67,9720.0,5.029999999999999
Jean Daniel Akpa-Akpro,MOF,13,0.04,0.011,1.0,1.7,9504.0,7.0
Jean-Mattéo Bahoya,MOF,9,0.04,0.116,1.0,1.72,9612.0,3.1
Jochem Ritmeester van de Kamp,MOF,12,0.0355,0.02,1.01,1.7,9666.0,4.75
Joe Ward,MOF,14,0.025,0.135,1.5,1.66,9720.0,5.5
Joey Veerman,MOF,12,0.035,0.4,4.0,1.685,9720.0,6.26
Johann Lepenant,MOF,14,0.0325,0.02,1.0,1.63,9720.0,6.0
Jordan Bos,MOF,14,0.035,0.14,1.725,1.68,9720.0,5.5
Josh Edwards,MOF,14,0.0,0.020499999999999997,1.005,1.68,9666.0,2.565
Josh Tymon,MOF,14,0.0,0.055,1.5899999999999999,1.625,9720.0,4.195
Joshua Kimmich,MOF,14,0.03,0.105,2.5,1.6749999999999998,9720.0,7.0
Juanlu Sánchez,MOF,12,0.016,0.1,1.005,1.755,9288.0,3.625
Jude Bellingham,MOF,11,0.19,0.08,1.55,1.68,9720.0,6.0
Julian Brandt,MOF,9,0.09,0.236,1.07,1.8,9072.0,3.86
Justin Lonwijk,MOF,10,0.01,0.012,1.1600000000000001,2.1550000000000002,7452.0,2.865
Kaishu Sano,MOF,13,0.03,0.03,1.0,1.65,9720.0,7.0
Kamal Sowah,MOF,13,0.04,0.025,1.0,1.64,9720.0,6.0
Kees Smit,MOF,12,0.04,0.0585,1.0750000000000002,1.72,9396.0,4.57
Kenneth Taylor,MOF,13,0.03,0.04,1.0,1.66,9720.0,2.28
Kevin De Bruyne,MOF,13,0.035,0.04,3.33,1.92,8424.0,3.75
Kodai Sano,MOF,14,0.035,0.095,2.0,1.64,9720.0,7.0
Kévin Danois,MOF,13,0.039,0.216,2.06,1.74,9288.0,8.5
Lamine Camara,MOF,14,0.035,0.09,1.725,1.66,9720.0,9.895
Lewis Baker,MOF,11,0.02,0.06,1.43,1.68,9612.0,3.97
Lilian Raolisoa,MOF,12,0.0,0.10650000000000001,1.03,1.71,9450.0,4.0
Lorenzo Bernasconi,MOF,14,0.0,0.15000000000000002,2.0,1.64,9720.0,4.0
Lucas Da Cunha,MOF,13,0.025,0.07,1.0,1.71,9396.0,4.19
Maghnes Akliouche,MOF,12,0.015,0.0665,2.045,1.98,8370.0,5.07
Mamadou Sangare,MOF,14,0.035,0.055499999999999994,1.0,1.67,9720.0,9.55
Manuel Locatelli,MOF,14,0.045,0.122,2.0,1.68,9720.0,6.5
Marc Bola,MOF,9,0.03,0.143,1.0,1.64,9720.0,4.0
Marc Cucurella,MOF,11,0.0,0.04,1.64,1.62,9720.0,4.0
Marc Guéhi,MOF,12,0.015,0.03,1.0,1.67,9720.0,5.0
Marnon Busch,MOF,11,0.02,0.11,1.0,1.64,9720.0,5.0
Martin Ødegaard,MOF,12,0.0,0.13,2.285,2.455,6426.0,3.0250000000000004
Massimo Luongo,MOF,9,0.02,0.02,1.01,1.66,9720.0,9.09
Mathias Jensen,MOF,12,0.027999999999999997,0.135,1.0150000000000001,1.66,9720.0,5.96
Mathias Rasmussen,MOF,8,0.02,0.065,1.0,1.64,9720.0,4.165
Mats Rots,MOF,14,0.03,0.12,1.0,1.62,9720.0,7.904999999999999
Matt Targett,MOF,14,0.05,0.28,3.0,1.705,9720.0,6.5
Mattia Zaccagni,MOF,13,0.046,0.087,1.18,1.74,9072.0,4.43
Mauro Júnior,MOF,14,0.0225,0.09,1.0,1.6749999999999998,9720.0,8.0
Maximilian Arnold,MOF,8,0.02,0.08,1.0,1.64,9720.0,6.115
Michał Skóraś,MOF,13,0.02,0.207,2.0,1.68,9720.0,7.0
Michel Aebischer,MOF,12,0.025,0.05,1.0,1.645,9720.0,6.215
Mikey Johnston,MOF,14,0.0455,0.118,2.0,1.6749999999999998,9720.0,5.0
Mitchell Weiser,MOF,14,0.0455,0.095,1.2149999999999999,1.66,9720.0,7.505
Mohammed Abu Al-Shamat,MOF,14,0.042,0.11249999999999999,1.03,1.69,9720.0,5.1
Mohau Nkota,MOF,11,0.0,0.081,1.02,1.68,9396.0,4.39
Morlaye Sylla,MOF,14,0.03,0.03,1.0,1.645,9720.0,6.0
Musab Al Juwayr,MOF,13,0.01,0.28,2.73,1.72,9504.0,4.09
Myziane Maolida,MOF,12,0.04,0.0275,1.0699999999999998,1.7349999999999999,9720.0,3.755
Nicolás Capaldo,MOF,13,0.043,0.04,1.0,1.65,9720.0,6.21
Nicolás Tagliafico,MOF,11,0.03,0.027,1.0,1.67,9504.0,6.0
Oso,MOF,12,0.045,0.07500000000000001,1.0,1.6549999999999998,9720.0,3.5
Otávio,MOF,9,0.04,0.12,1.0,1.72,9612.0,5.06
Pablo Fornals,MOF,14,0.006,0.1005,2.9299999999999997,2.025,7992.0,4.86
Paul Wanner,MOF,13,0.042,0.09,1.0,1.67,9720.0,4.0
Pedri,MOF,14,0.0,0.065,2.0,1.75,9504.0,4.555
Peer Koopmeiners,MOF,14,0.015,0.06,1.05,1.645,9720.0,6.0
Pierre-Emile Højbjerg,MOF,14,0.015,0.04,1.005,1.6549999999999998,9720.0,7.0
Ramiz Zerrouki,MOF,13,0.02,0.075,1.0,1.7,9720.0,8.0
Rassoul Ndiaye,MOF,14,0.04,0.0655,1.0,1.65,9720.0,6.0
Rayan,MOF,12,0.052500000000000005,0.08349999999999999,1.03,1.69,9396.0,3.825
Rayan Cherki,MOF,12,0.08399999999999999,0.235,2.455,1.9,8640.0,3.0
Riyad Mahrez,MOF,14,0.047,0.0865,1.095,1.7349999999999999,9396.0,4.095000000000001
Robert-Jan Vanwesemael,MOF,14,0.045,0.08499999999999999,1.0,1.64,9720.0,6.0
Romain Del Castillo,MOF,13,0.051,0.13,1.08,1.67,9612.0,8.0
Romain Perraud,MOF,10,0.041999999999999996,0.08499999999999999,1.04,1.64,9720.0,5.5
Rúben Neves,MOF,14,0.015,0.145,1.75,1.69,9720.0,6.0
Sam Gallagher,MOF,11,0.0,0.02,1.25,3.24,4860.0,2.0
Samuele Angori,MOF,14,0.0,0.09,1.03,1.65,9720.0,4.609999999999999
Sandro Tonali,MOF,13,0.0,0.051,1.01,1.66,9720.0,4.0
Saša Lukić,MOF,9,0.05,0.04,1.0,1.69,9504.0,3.33
Sergi Cardona,MOF,9,0.02,0.13,1.0,1.67,9720.0,4.5
Siebe Horemans,MOF,6,0.0,0.020499999999999997,1.35,1.74,9234.0,4.0
Sondre Tronstad,MOF,13,0.02,0.036,1.0,1.66,9720.0,9.1
Teun Koopmeiners,MOF,7,0.225,0.02,0.0,1.65,9720.0,3.75
Tiago Araújo,MOF,14,0.02,0.15,1.0,1.645,9720.0,6.0
Vladimír Coufal,MOF,14,0.02,0.186,1.29,1.67,9720.0,5.029999999999999
Weston McKennie,MOF,14,0.025,0.09,2.0,1.64,9720.0,4.5
Yassine Titraoui,MOF,13,0.04,0.061,2.0,1.67,9720.0,7.0
Youri Tielemans,MOF,14,0.0,0.15500000000000003,1.325,1.725,9234.0,4.65
Yuito Suzuki,MOF,12,0.037000000000000005,0.035500000000000004,1.325,1.745,9180.0,5.390000000000001
Álvaro Medrán,MOF,14,0.02,0.2,2.0,1.67,9720.0,6.5
Ángel Pérez,MOF,11,0.024,0.08,2.0,1.66,9720.0,5.0
Ângelo,MOF,14,0.0375,0.14700000000000002,2.045,1.6949999999999998,9720.0,4.09
Óscar Mingueza,MOF,11,0.0,0.072,1.06,1.75,9180.0,3.0
Achraf Hakimi,RB,14,0.042499999999999996,0.08249999999999999,1.0,1.65,9720.0,6.5
Andrea Cambiaso,RB,13,0.0,0.045,1.08,1.85,8532.0,7.0
Denzel Dumfries,RB,9,0.21,0.02,0.0,1.62,9720.0,2.81
Jon Aramburu,RB,14,0.0,0.01,0.0,1.6349999999999998,9720.0,5.045
Jules Koundé,RB,10,0.0,0.08499999999999999,1.615,1.67,9720.0,4.105
Reece James,RB,12,0.0,0.033,0.0,1.71,9396.0,6.0
Trent Alexander-Arnold,RB,13,0.033,0.138,2.0,1.67,9612.0,4.0
