Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity,Age
Lukáš Hrádecký,2025-11-26,Pafos FC,AS Monaco,7.6,90,9720.0,18.0,108.0,0,0,0.0,0.0,19,28,0,0,0,0,4,36,0,1.85,36
Lukáš Hrádecký,2025-11-29,AS Monaco,Paris Saint-Germain,7.8,90,9720.0,18.0,108.0,0,0,0.0,0.0,18,30,0,0,0,0,5,37,0,1.85,36
Lukáš Hrádecký,2025-12-05,Stade Brestois,AS Monaco,6.7,90,9720.0,18.0,108.0,0,0,0.0,0.01,22,24,0,0,0,0,5,32,0,1.85,36
Lukáš Hrádecký,2025-12-09,AS Monaco,Galatasaray,6.8,90,9720.0,18.0,108.0,0,0,0.0,0.0,12,23,0,0,0,0,7,30,0,1.85,36
Lukáš Hrádecký,2025-12-14,Olympique de Marseille,AS Monaco,7.5,90,9720.0,18.0,108.0,0,0,0.0,0.0,8,15,0,0,0,0,10,29,0,1.85,36
Lukáš Hrádecký,2025-12-21,Auxerre,AS Monaco,7.4,90,9720.0,18.0,108.0,0,0,0.0,0.0,20,23,0,0,0,0,8,30,0,1.85,36
Lukáš Hrádecký,2026-01-03,AS Monaco,Olympique Lyonnais,6.6,12,1296.0,2.0,108.0,0,0,0.0,0.0,1,1,0,0,0,0,1,2,0,1.54,36
Lukáš Hrádecký,2026-03-14,AS Monaco,Stade Brestois,7.0,90,9720.0,18.0,108.0,0,0,0.0,0.0,15,25,0,0,0,0,7,31,0,1.85,36
Lukáš Hrádecký,2026-03-22,Olympique Lyonnais,AS Monaco,6.7,90,9720.0,18.0,108.0,0,0,0.0,0.0,13,33,0,0,0,0,7,39,0,1.85,36
Lukáš Hrádecký,2026-03-27,New Zealand,Finland,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,36
Lukáš Hrádecký,2026-03-30,Cabo Verde,Finland,7.0,90,9720.0,18.0,108.0,0,0,0.0,0.0,29,38,0,0,0,0,3,45,0,1.85,36
Lukáš Hrádecký,2026-04-05,AS Monaco,Olympique de Marseille,8.3,90,9720.0,18.0,108.0,0,0,0.0,0.0,12,29,0,0,0,0,7,46,0,1.85,36
Lukáš Hrádecký,2026-04-10,Paris FC,AS Monaco,6.5,90,9720.0,18.0,108.0,0,0,0.0,0.0,22,26,0,0,0,0,2,30,0,1.85,36
Lukáš Hrádecký,2026-04-19,AS Monaco,Auxerre,6.0,90,9720.0,18.0,108.0,0,0,0.0,0.0,23,28,0,0,0,0,12,36,0,1.85,36
Lukáš Hrádecký,2026-04-25,Toulouse,AS Monaco,7.2,90,9720.0,18.0,108.0,0,0,0.0,0.0,23,36,0,0,0,0,9,50,0,1.85,36
