Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Omari Hutchinson,2026-02-11,Nottingham Forest,Wolverhampton,7.0,90,,,0.0,0,0,0.09,0.25,23,25,4,0,0,0,1,57
Omari Hutchinson,2026-02-19,Fenerbahçe,Nottingham Forest,7.2,61,,,0.0,0,0,0.04,0.48,17,20,5,0,0,0,1,34
Omari Hutchinson,2026-02-22,Nottingham Forest,Liverpool,6.5,66,,,0.0,0,0,0.03,0.05,16,22,0,0,1,0,2,34
Omari Hutchinson,2026-02-26,Nottingham Forest,Fenerbahçe,6.8,90,,,0.0,0,0,0.32,0.05,29,36,3,0,0,0,2,54
Omari Hutchinson,2026-03-01,Brighton & Hove Albion,Nottingham Forest,6.1,56,,,0.0,0,0,0.02,0.01,14,15,0,0,0,0,3,25
Omari Hutchinson,2026-03-04,Manchester City,Nottingham Forest,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Omari Hutchinson,2026-03-12,Nottingham Forest,FC Midtjylland,7.6,90,,,0.0,0,0,0.21,0.42,29,38,4,0,0,0,3,66
Omari Hutchinson,2026-03-15,Nottingham Forest,Fulham,7.1,45,,,0.0,0,0,0.0,0.02,7,11,1,0,0,0,3,30
Omari Hutchinson,2026-03-19,FC Midtjylland,Nottingham Forest,6.8,61,,,0.0,0,0,0.12,0.24,17,23,3,0,0,0,1,31
Omari Hutchinson,2026-03-22,Tottenham Hotspur,Nottingham Forest,7.1,80,,,0.0,0,0,0.08,0.01,17,18,0,0,0,0,6,36
Omari Hutchinson,2026-04-09,FC Porto,Nottingham Forest,6.5,30,,,0.0,0,0,0.0,0.17,9,12,0,0,0,0,2,15
Omari Hutchinson,2026-04-12,Nottingham Forest,Aston Villa,6.5,65,,,0.0,0,0,0.0,0.01,15,21,0,0,2,0,4,32
Omari Hutchinson,2026-04-16,Nottingham Forest,FC Porto,6.4,45,,,0.0,0,0,0.06,0.04,15,19,0,0,0,0,3,30
Omari Hutchinson,2026-04-19,Nottingham Forest,Burnley,6.8,88,,,0.0,0,0,0.0,0.1,25,29,1,0,0,0,3,45
Omari Hutchinson,2026-04-24,Sunderland,Nottingham Forest,6.9,67,,,0.0,0,0,0.06,0.1,9,10,0,0,1,0,2,30
