Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Ryan Yates,2026-02-11,Nottingham Forest,Wolverhampton,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Ryan Yates,2026-02-19,Fenerbahçe,Nottingham Forest,6.6,23,,,0.0,0,0,0.0,0.0,4,6,0,0,0,0,0,9
Ryan Yates,2026-02-22,Nottingham Forest,Liverpool,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Ryan Yates,2026-02-26,Nottingham Forest,Fenerbahçe,6.4,45,,,0.0,0,0,0.0,0.01,19,23,0,0,1,0,2,28
Ryan Yates,2026-03-01,Brighton & Hove Albion,Nottingham Forest,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Ryan Yates,2026-03-04,Manchester City,Nottingham Forest,6.5,9,,,0.0,0,0,0.11,0.0,2,2,0,0,0,0,0,3
Ryan Yates,2026-03-12,Nottingham Forest,FC Midtjylland,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Ryan Yates,2026-03-15,Nottingham Forest,Fulham,6.5,16,,,0.0,0,0,0.01,0.0,3,8,0,0,0,0,1,11
Ryan Yates,2026-03-19,FC Midtjylland,Nottingham Forest,7.0,120,,,0.0,1,0,0.63,0.03,37,45,1,0,0,0,8,66
Ryan Yates,2026-03-22,Tottenham Hotspur,Nottingham Forest,6.7,20,,,0.0,0,0,0.0,0.0,1,8,0,0,0,0,0,14
Ryan Yates,2026-04-09,FC Porto,Nottingham Forest,6.3,90,,,0.0,0,0,0.13,0.01,26,29,0,0,0,0,0,37
Ryan Yates,2026-04-12,Nottingham Forest,Aston Villa,,1,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Ryan Yates,2026-04-16,Nottingham Forest,FC Porto,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Ryan Yates,2026-04-19,Nottingham Forest,Burnley,6.9,14,,,0.0,0,0,0.0,0.03,5,6,1,0,0,0,1,8
Ryan Yates,2026-04-24,Sunderland,Nottingham Forest,6.9,23,,,0.0,0,0,0.0,0.0,8,11,0,0,0,0,0,19
