Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity,Age
Lucas Tousart,2025-12-19,Avranches,Stade Brestois,6.8,90,9720.0,18.0,108.0,0,0,0.0,0.0,26,33,1,0,2,0,6,55,0,1.85,29
Lucas Tousart,2026-01-04,Stade Brestois,Auxerre,6.9,22,2376.0,4.0,108.0,0,0,0.04,0.21,6,10,3,0,0,0,1,17,0,1.68,29
Lucas Tousart,2026-01-18,Olympique Lyonnais,Stade Brestois,6.5,69,7452.0,14.0,108.0,0,0,0.0,0.0,7,13,0,0,1,0,2,17,0,1.88,29
Lucas Tousart,2026-01-25,Stade Brestois,Toulouse,6.5,45,4860.0,9.0,108.0,0,0,0.11,0.0,6,8,0,0,1,0,5,20,0,1.85,29
Lucas Tousart,2026-02-01,Nice,Stade Brestois,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,29
Lucas Tousart,2026-02-07,Stade Brestois,Lorient,6.6,16,1728.0,3.0,108.0,0,0,0.0,0.0,3,4,0,0,0,0,1,6,0,1.74,29
Lucas Tousart,2026-02-14,Lille,Stade Brestois,6.6,13,1404.0,3.0,108.0,0,0,0.0,0.01,4,4,0,0,0,0,1,9,0,2.14,29
Lucas Tousart,2026-02-20,Stade Brestois,Olympique de Marseille,6.9,11,1188.0,2.0,108.0,0,0,0.0,0.0,2,3,0,0,0,0,1,6,0,1.68,29
Lucas Tousart,2026-03-01,Metz,Stade Brestois,6.6,13,1404.0,3.0,108.0,0,0,0.0,0.0,0,1,0,0,0,0,0,4,0,2.14,29
Lucas Tousart,2026-03-08,Stade Brestois,Le Havre,6.5,11,1188.0,2.0,108.0,0,0,0.15,0.0,2,4,0,0,0,0,1,9,0,1.68,29
Lucas Tousart,2026-03-14,AS Monaco,Stade Brestois,6.3,11,1188.0,2.0,108.0,0,0,0.0,0.0,2,2,0,0,0,0,1,3,0,1.68,29
Lucas Tousart,2026-03-21,Auxerre,Stade Brestois,6.6,45,4860.0,9.0,108.0,0,0,0.0,0.0,9,10,0,0,0,0,1,15,0,1.85,29
Lucas Tousart,2026-04-04,Stade Brestois,Stade Rennais,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,29
Lucas Tousart,2026-04-19,Nantes,Stade Brestois,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,29
Lucas Tousart,2026-04-24,Stade Brestois,RC Lens,7.3,80,8640.0,16.0,108.0,1,0,0.06,0.01,12,21,0,0,0,0,2,28,0,1.85,29
