Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Ludovic Ajorque,2025-11-30,RC Strasbourg,Stade Brestois,7.1,90,,,0.0,0,0,0.06,0.18,18,22,1,0,1,0,3,32
Ludovic Ajorque,2025-12-05,Stade Brestois,AS Monaco,5.5,60,,,0.0,0,0,0.12,0.06,15,18,1,0,1,0,3,31
Ludovic Ajorque,2026-01-04,Stade Brestois,Auxerre,8.2,90,,,0.0,1,0,1.02,0.11,24,32,2,0,0,0,0,45
Ludovic Ajorque,2026-01-18,Olympique Lyonnais,Stade Brestois,6.5,69,,,0.0,0,0,0.47,0.01,9,15,0,0,1,0,0,27
Ludovic Ajorque,2026-01-25,Stade Brestois,Toulouse,5.9,90,,,0.0,0,0,0.03,0.04,11,19,1,0,0,0,1,28
Ludovic Ajorque,2026-02-01,Nice,Stade Brestois,6.3,90,,,0.0,0,0,0.0,0.04,13,21,4,0,0,0,2,32
Ludovic Ajorque,2026-02-07,Stade Brestois,Lorient,7.9,90,,,0.0,1,0,0.77,0.1,16,24,2,0,0,0,3,43
Ludovic Ajorque,2026-02-14,Lille,Stade Brestois,6.6,90,,,0.0,0,0,0.0,0.03,12,27,2,0,0,0,2,36
Ludovic Ajorque,2026-02-20,Stade Brestois,Olympique de Marseille,9.1,90,,,0.0,2,0,0.86,0.02,24,33,1,0,0,0,5,55
Ludovic Ajorque,2026-03-01,Metz,Stade Brestois,7.3,90,,,0.0,1,0,0.34,0.07,24,32,1,0,0,0,4,59
Ludovic Ajorque,2026-03-08,Stade Brestois,Le Havre,7.2,89,,,0.0,1,0,0.12,0.01,16,24,1,0,0,0,5,38
Ludovic Ajorque,2026-03-14,AS Monaco,Stade Brestois,6.8,90,,,0.0,0,0,0.14,0.15,23,29,1,0,2,0,1,42
Ludovic Ajorque,2026-04-04,Stade Brestois,Stade Rennais,6.4,90,,,0.0,0,0,0.08,0.0,7,16,1,0,0,0,4,31
Ludovic Ajorque,2026-04-19,Nantes,Stade Brestois,6.6,90,,,0.0,0,0,0.0,0.0,2,5,0,0,0,0,2,12
Ludovic Ajorque,2026-04-24,Stade Brestois,RC Lens,7.3,90,,,0.0,0,0,0.08,0.07,25,36,2,0,0,0,5,58
