Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Torben Müsel,26,2026-05-26,SpVgg Greuther Fürth,Rot-Weiss Essen,"2. Bundesliga, Relegation/Promotion Playoffs",6.0,90,,0,0.0,0,0,0.0,0.0,18,23,2,0,1,0,3,36,M,MC
Torben Müsel,26,2026-05-22,Rot-Weiss Essen,SpVgg Greuther Fürth,"2. Bundesliga, Relegation/Promotion Playoffs",7.8,90,,0,0.0,1,0,0.0,0.0,19,24,2,0,1,0,4,33,M,MC
Torben Müsel,26,2026-05-16,SSV Ulm 1846,Rot-Weiss Essen,3. Liga,9.0,90,,0,0.0,2,0,0.84,0.0,53,59,0,0,1,0,6,84,M,MC
Torben Müsel,26,2026-05-09,Rot-Weiss Essen,SC Verl,3. Liga,6.9,80,,0,0.0,0,0,0.02,0.01,18,23,2,0,1,0,6,35,M,MC
Torben Müsel,26,2026-05-02,VfB Stuttgart II U21,Rot-Weiss Essen,3. Liga,6.6,90,,0,0.0,0,0,0.07,0.0,54,57,0,0,1,0,11,67,M,MC
Torben Müsel,26,2026-04-26,Rot-Weiss Essen,1. FC Saarbrücken,3. Liga,7.6,90,,0,0.0,1,0,0.99,0.0,33,39,0,0,1,0,6,52,M,MC
Torben Müsel,26,2026-04-19,Energie Cottbus,Rot-Weiss Essen,3. Liga,7.0,90,,0,0.0,1,0,0.15,0.0,19,24,0,0,1,0,4,32,M,MC
Torben Müsel,26,2026-04-11,Rot-Weiss Essen,FC Ingolstadt 04,3. Liga,7.5,90,,0,0.0,0,0,0.53,0.05,36,46,4,0,3,0,9,65,M,MC
Torben Müsel,26,2026-04-07,1. FC Schweinfurt 05,Rot-Weiss Essen,3. Liga,7.7,82,,0,0.0,1,0,0.11,0.0,27,32,1,0,1,0,9,39,M,MC
Torben Müsel,26,2026-04-04,Rot-Weiss Essen,MSV Duisburg,3. Liga,7.0,90,,0,0.0,0,0,0.53,0.01,21,27,1,0,0,0,4,38,M,MC
Torben Müsel,26,2026-03-22,FC Viktoria Köln,Rot-Weiss Essen,3. Liga,6.6,76,,0,0.0,0,0,0.0,0.0,21,23,0,0,3,0,4,33,M,MC
Torben Müsel,26,2026-03-14,Rot-Weiss Essen,Erzgebirge Aue,3. Liga,7.2,90,,0,0.0,1,0,0.45,0.0,30,37,0,0,0,0,6,46,M,MC
Torben Müsel,26,2026-03-07,TSG Hoffenheim II U23,Rot-Weiss Essen,3. Liga,7.5,17,,0,0.0,1,0,0.32,0.0,6,8,0,0,2,0,4,17,M,MC
Torben Müsel,26,2026-03-04,Rot-Weiss Essen,SV Waldhof Mannheim,3. Liga,7.7,90,,0,0.0,0,0,0.04,0.04,38,45,3,0,2,0,13,60,M,MC
