Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Arnaut Danjuma,2026-01-15,Burgos Club de Fútbol,Valencia,6.8,17,,,0.0,0,0,0.0,0.0,5,5,1,0,0,0,4,9
Arnaut Danjuma,2026-01-18,Getafe,Valencia,6.3,61,,,0.0,0,0,0.08,0.01,8,15,0,0,0,0,1,23
Arnaut Danjuma,2026-01-24,Valencia,Espanyol,7.6,63,,,0.0,0,0,0.07,0.6,13,18,1,0,0,0,3,29
Arnaut Danjuma,2026-02-01,Real Betis,Valencia,7.5,90,,,0.0,0,0,0.06,0.23,15,16,2,0,0,0,3,38
Arnaut Danjuma,2026-02-04,Valencia,Athletic Club,6.6,77,,,0.0,0,0,0.0,0.0,12,16,0,0,0,0,2,28
Arnaut Danjuma,2026-02-08,Valencia,Real Madrid,6.4,90,,,0.0,0,0,0.07,0.04,14,19,1,0,0,0,2,32
Arnaut Danjuma,2026-02-22,Villarreal,Valencia,6.4,20,,,0.0,0,0,0.44,0.0,9,11,0,0,0,0,3,16
Arnaut Danjuma,2026-03-01,Valencia,Osasuna,6.5,34,,,0.0,0,0,0.0,0.0,3,5,0,0,1,0,1,8
Arnaut Danjuma,2026-03-08,Valencia,Deportivo Alavés,7.1,20,,,0.0,0,0,0.16,0.14,10,14,0,0,0,0,1,23
Arnaut Danjuma,2026-03-14,Real Oviedo,Valencia,6.2,56,,,0.0,0,0,0.0,0.01,8,8,0,0,0,0,0,12
Arnaut Danjuma,2026-03-21,Sevilla,Valencia,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Arnaut Danjuma,2026-04-05,Valencia,Celta Vigo,6.7,12,,,0.0,0,0,0.0,0.31,7,9,0,0,0,0,0,15
Arnaut Danjuma,2026-04-11,Elche,Valencia,6.6,9,,,0.0,0,0,0.0,0.17,2,3,2,0,0,0,1,11
Arnaut Danjuma,2026-04-21,Mallorca,Valencia,6.5,30,,,0.0,0,0,0.06,0.32,6,8,2,0,1,0,1,13
Arnaut Danjuma,2026-04-25,Valencia,Girona FC,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
