Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Amara Condé,29,2026-05-17,SV 07 Elversberg,Preußen Münster,2. Bundesliga,7.2,90,,0,0.0,0,0,0.0,0.08,32,37,1,0,2,0,7,55,M,MC
Amara Condé,29,2026-05-10,Fortuna Düsseldorf,SV 07 Elversberg,2. Bundesliga,6.7,90,,0,0.0,0,0,0.04,0.16,46,54,0,0,0,0,7,67,M,MC
Amara Condé,29,2026-05-03,SV 07 Elversberg,SC Paderborn 07,2. Bundesliga,6.2,90,,0,0.0,0,0,0.0,0.0,17,23,0,0,0,0,3,35,M,MC
Amara Condé,29,2026-04-25,Darmstadt 98,SV 07 Elversberg,2. Bundesliga,6.6,64,,0,0.0,0,0,0.03,0.04,20,23,1,0,0,0,3,31,M,MC
Amara Condé,29,2026-04-17,SV 07 Elversberg,Karlsruher SC,2. Bundesliga,6.8,90,,0,0.0,0,0,0.07,0.28,29,36,1,0,1,0,2,43,M,MC
Amara Condé,29,2026-04-12,SV 07 Elversberg,FC Schalke 04,2. Bundesliga,6.5,69,,0,0.0,0,0,0.19,0.01,15,18,0,0,1,0,4,28,M,MC
Amara Condé,29,2026-04-05,Hannover 96,SV 07 Elversberg,2. Bundesliga,6.4,90,,0,0.0,0,0,0.03,0.01,19,22,0,0,3,0,6,35,M,MC
Amara Condé,29,2026-03-21,SV 07 Elversberg,Arminia Bielefeld,2. Bundesliga,9.7,82,,0,0.0,1,0,0.39,0.48,29,35,2,0,0,0,4,51,M,MC
Amara Condé,29,2026-03-13,SpVgg Greuther Fürth,SV 07 Elversberg,2. Bundesliga,6.4,60,,0,0.0,0,0,0.0,0.02,22,24,0,0,0,0,3,31,M,MC
Amara Condé,29,2026-02-28,Holstein Kiel,SV 07 Elversberg,2. Bundesliga,6.9,90,,0,0.0,0,0,0.0,0.02,32,38,1,0,0,0,5,51,M,MC
Amara Condé,29,2026-02-21,SV 07 Elversberg,Eintracht Braunschweig,2. Bundesliga,7.5,89,,0,0.0,0,0,0.0,0.03,30,36,1,0,0,0,6,52,M,MC
Amara Condé,29,2026-02-14,SG Dynamo Dresden,SV 07 Elversberg,2. Bundesliga,6.5,90,,0,0.0,0,0,0.0,0.02,29,35,0,0,2,0,5,49,M,MC
Amara Condé,29,2026-02-07,SV 07 Elversberg,Hertha BSC,2. Bundesliga,6.5,24,,0,0.0,0,0,0.0,0.02,8,14,0,0,1,0,4,19,M,MC
Amara Condé,29,2026-01-31,1. FC Kaiserslautern,SV 07 Elversberg,2. Bundesliga,6.8,14,,0,0.0,0,0,0.0,0.03,6,7,0,0,0,0,0,8,M,MC
