Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Jan Gyamerah,31,2026-05-23,Mexico,Ghana,Int. Friendly Games,6.3,89,,0,0.0,0,0,0.0,0.0,20,23,0,0,0,0,2,34,D,CB
Jan Gyamerah,31,2026-05-17,SV 07 Elversberg,Preußen Münster,2. Bundesliga,7.8,90,,0,0.0,0,0,0.0,0.03,59,67,0,0,3,0,5,97,D,CB
Jan Gyamerah,31,2026-05-10,Fortuna Düsseldorf,SV 07 Elversberg,2. Bundesliga,5.9,81,,0,0.0,0,0,0.06,0.04,25,32,1,0,2,0,5,56,D,CB
Jan Gyamerah,31,2026-05-03,SV 07 Elversberg,SC Paderborn 07,2. Bundesliga,6.9,90,,0,0.0,0,0,0.0,0.39,24,29,1,0,1,0,2,52,D,CB
Jan Gyamerah,31,2026-04-25,Darmstadt 98,SV 07 Elversberg,2. Bundesliga,7.1,27,,0,0.0,0,0,0.0,0.05,18,20,1,0,1,0,2,27,D,CB
Jan Gyamerah,31,2026-04-17,SV 07 Elversberg,Karlsruher SC,2. Bundesliga,6.8,45,,0,0.0,0,0,0.04,0.01,19,22,1,0,2,0,0,34,D,CB
Jan Gyamerah,31,2026-04-12,SV 07 Elversberg,FC Schalke 04,2. Bundesliga,6.9,61,,0,0.0,0,0,0.0,0.05,33,35,0,0,0,0,2,59,D,CB
Jan Gyamerah,31,2026-04-05,Hannover 96,SV 07 Elversberg,2. Bundesliga,6.9,90,,0,0.0,0,0,0.01,0.01,23,32,0,0,1,0,3,56,D,CB
Jan Gyamerah,31,2026-03-21,SV 07 Elversberg,Arminia Bielefeld,2. Bundesliga,7.4,90,,0,0.0,0,0,0.12,0.12,50,56,2,0,1,0,4,78,D,CB
Jan Gyamerah,31,2026-03-13,SpVgg Greuther Fürth,SV 07 Elversberg,2. Bundesliga,6.5,71,,0,0.0,0,0,0.0,0.12,26,29,0,0,0,0,2,46,D,CB
Jan Gyamerah,31,2026-03-06,SV 07 Elversberg,1. FC Magdeburg,2. Bundesliga,8.1,82,,0,0.0,0,0,0.0,0.34,42,48,4,0,2,0,7,66,D,CB
Jan Gyamerah,31,2026-02-28,Holstein Kiel,SV 07 Elversberg,2. Bundesliga,6.3,73,,0,0.0,0,0,0.0,0.01,18,27,0,0,1,0,4,52,D,CB
Jan Gyamerah,31,2026-02-21,SV 07 Elversberg,Eintracht Braunschweig,2. Bundesliga,7.2,79,,0,0.0,0,0,0.0,0.1,28,34,2,0,0,0,4,55,D,CB
Jan Gyamerah,31,2026-02-07,SV 07 Elversberg,Hertha BSC,2. Bundesliga,6.8,45,,0,0.0,0,0,0.0,0.01,16,20,0,0,1,0,3,33,D,CB
