Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Lasse Günther,23,2026-05-17,SV 07 Elversberg,Preußen Münster,2. Bundesliga,8.2,79,,0,0.0,0,0,0.0,0.58,24,31,2,0,1,0,3,48,D,CB
Lasse Günther,23,2026-05-10,Fortuna Düsseldorf,SV 07 Elversberg,2. Bundesliga,6.1,90,,0,0.0,0,0,0.06,0.28,30,44,2,0,0,0,10,76,D,CB
Lasse Günther,23,2026-05-03,SV 07 Elversberg,SC Paderborn 07,2. Bundesliga,6.9,62,,0,0.0,0,0,0.0,0.07,9,17,2,0,1,0,2,38,D,CB
Lasse Günther,23,2026-04-25,Darmstadt 98,SV 07 Elversberg,2. Bundesliga,6.0,90,,0,0.0,0,0,0.0,0.04,38,49,1,0,1,0,7,69,D,CB
Lasse Günther,23,2026-04-17,SV 07 Elversberg,Karlsruher SC,2. Bundesliga,7.6,78,,0,0.0,0,0,0.16,0.2,19,23,4,0,1,0,3,39,D,CB
Lasse Günther,23,2026-04-12,SV 07 Elversberg,FC Schalke 04,2. Bundesliga,6.1,69,,0,0.0,0,0,0.0,0.61,21,29,3,0,0,0,5,49,D,CB
Lasse Günther,23,2026-04-05,Hannover 96,SV 07 Elversberg,2. Bundesliga,6.3,73,,0,0.0,0,0,0.05,0.04,14,16,1,0,0,0,4,33,D,CB
Lasse Günther,23,2026-03-21,SV 07 Elversberg,Arminia Bielefeld,2. Bundesliga,7.2,62,,0,0.0,0,0,0.04,0.14,21,28,1,0,1,0,5,52,D,CB
Lasse Günther,23,2026-03-13,SpVgg Greuther Fürth,SV 07 Elversberg,2. Bundesliga,7.3,84,,0,0.0,0,0,0.03,0.37,29,37,4,0,0,0,6,58,D,CB
Lasse Günther,23,2026-03-06,SV 07 Elversberg,1. FC Magdeburg,2. Bundesliga,7.5,73,,0,0.0,0,0,0.03,0.37,21,24,4,0,0,0,3,47,D,CB
Lasse Günther,23,2026-02-28,Holstein Kiel,SV 07 Elversberg,2. Bundesliga,7.1,31,,0,0.0,0,0,0.0,0.38,13,15,1,0,0,0,1,28,D,CB
Lasse Günther,23,2026-02-21,SV 07 Elversberg,Eintracht Braunschweig,2. Bundesliga,7.3,22,,0,0.0,0,0,0.0,0.06,9,10,2,0,0,0,1,17,D,CB
Lasse Günther,23,2026-02-14,SG Dynamo Dresden,SV 07 Elversberg,2. Bundesliga,6.7,19,,0,0.0,0,0,0.06,0.0,5,6,0,0,0,0,0,14,D,CB
Lasse Günther,23,2026-01-17,1. FC Nürnberg,SV 07 Elversberg,2. Bundesliga,7.2,90,,0,0.0,0,0,0.0,0.39,28,34,2,0,3,0,11,60,D,CB
