Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity,Age
Frédéric Guilbert,2025-04-19,Lecce,Como,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,31
Frédéric Guilbert,2025-04-27,Atalanta,Lecce,7.1,90,9720.0,18.0,108.0,0,0,0.0,0.04,13,14,1,0,3,0,0,49,0,1.85,31
Frédéric Guilbert,2025-05-03,Lecce,Napoli,6.4,62,6696.0,12.0,108.0,0,0,0.0,0.0,23,26,0,0,0,0,2,40,0,1.79,31
Frédéric Guilbert,2025-05-11,Hellas Verona,Lecce,6.9,45,4860.0,9.0,108.0,0,0,0.0,0.02,10,13,1,0,1,0,1,28,0,1.85,31
Frédéric Guilbert,2025-05-18,Lecce,Torino,7.1,86,9288.0,17.0,108.0,0,0,0.0,0.05,27,33,0,0,2,0,3,61,0,1.83,31
Frédéric Guilbert,2025-05-25,Lazio,Lecce,7.5,90,9720.0,18.0,108.0,0,0,0.05,0.04,10,13,0,0,1,0,2,38,0,1.85,31
Frédéric Guilbert,2026-02-22,Nantes,Le Havre,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,31
Frédéric Guilbert,2026-03-01,Lille,Nantes,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,31
Frédéric Guilbert,2026-03-07,Nantes,Angers,6.8,15,1620.0,3.0,108.0,0,0,0.0,0.02,9,9,0,0,1,0,1,15,0,1.85,31
Frédéric Guilbert,2026-03-22,Nantes,RC Strasbourg,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,31
Frédéric Guilbert,2026-04-05,Metz,Nantes,7.8,90,9720.0,18.0,108.0,0,0,0.0,0.02,16,22,0,0,4,0,7,57,0,1.85,31
Frédéric Guilbert,2026-04-11,Auxerre,Nantes,7.3,82,8856.0,16.0,108.0,0,0,0.04,0.01,23,32,1,0,0,0,5,63,0,1.81,31
Frédéric Guilbert,2026-04-19,Nantes,Stade Brestois,6.6,90,9720.0,18.0,108.0,0,0,0.08,0.03,23,29,1,0,4,0,6,56,0,1.85,31
Frédéric Guilbert,2026-04-22,Paris Saint-Germain,Nantes,6.3,90,9720.0,18.0,108.0,0,0,0.05,0.01,16,19,0,0,2,0,2,43,0,1.85,31
Frédéric Guilbert,2026-04-26,Stade Rennais,Nantes,6.5,77,8316.0,15.0,108.0,0,0,0.23,0.0,9,17,1,0,0,0,3,36,0,1.8,31
