Nom,Age,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
Matthis Abline,23,2026-01-04,Olympique de Marseille,Nantes,6.6,90,9720.0,18.0,108.0,0,0,0.23,0.12,13,20,1,0,0,0,5,46,0.0,1.85
Matthis Abline,23,2026-01-11,Nantes,Nice,7.0,33,3564.0,7.0,108.0,0,0,0.0,0.0,7,9,0,0,0,0,0,14,0.0,1.96
Matthis Abline,23,2026-01-18,Nantes,Paris FC,8.2,90,9720.0,18.0,108.0,1,0,0.24,0.07,13,16,1,0,0,0,2,36,0.0,1.85
Matthis Abline,23,2026-01-25,Nantes,Nice,5.6,87,9396.0,17.0,108.0,0,0,0.04,0.01,8,15,0,0,0,0,3,36,0.0,1.81
Matthis Abline,23,2026-01-31,Lorient,Nantes,7.6,90,9720.0,18.0,108.0,1,0,0.48,0.01,10,10,0,0,2,0,2,31,0.0,1.85
Matthis Abline,23,2026-02-07,Nantes,Olympique Lyonnais,6.7,90,9720.0,18.0,108.0,0,0,0.04,0.05,13,19,0,0,0,0,2,39,0.0,1.85
Matthis Abline,23,2026-02-13,AS Monaco,Nantes,6.4,90,9720.0,18.0,108.0,0,0,0.15,0.18,12,18,1,0,0,0,1,37,0.0,1.85
Matthis Abline,23,2026-03-01,Lille,Nantes,6.4,27,2916.0,5.0,108.0,0,0,0.02,0.0,4,7,0,0,0,0,1,16,0.0,1.71
Matthis Abline,23,2026-03-07,Nantes,Angers,7.0,90,9720.0,18.0,108.0,0,0,0.07,0.52,10,14,2,0,0,0,3,39,0.0,1.85
Matthis Abline,23,2026-03-22,Nantes,RC Strasbourg,8.2,90,9720.0,18.0,108.0,1,0,0.65,0.14,13,18,3,0,2,0,1,39,0.0,1.85
Matthis Abline,23,2026-04-05,Metz,Nantes,6.3,73,7884.0,15.0,108.0,0,0,0.0,0.27,7,14,1,0,0,0,2,37,0.0,1.9
Matthis Abline,23,2026-04-11,Auxerre,Nantes,6.7,81,8748.0,16.0,108.0,0,0,0.0,0.11,9,11,1,0,0,0,1,22,0.0,1.83
Matthis Abline,23,2026-04-19,Nantes,Stade Brestois,6.5,13,1404.0,3.0,108.0,0,0,0.09,0.0,1,1,0,0,1,0,0,6,0.0,2.14
Matthis Abline,23,2026-04-22,Paris Saint-Germain,Nantes,6.5,80,8640.0,16.0,108.0,0,0,0.24,0.11,6,13,1,0,0,0,2,33,0.0,1.85
Matthis Abline,23,2026-04-26,Stade Rennais,Nantes,6.4,87,9396.0,17.0,108.0,0,0,0.24,0.03,7,11,1,0,1,0,2,27,0.0,1.81
Matthis Abline,23,2026-05-02,Nantes,Olympique de Marseille,8.9,90,,,0.0,1,0,1.41,0.43,20,22,3,0,0,0,1,40,,
Matthis Abline,23,2026-05-08,RC Lens,Nantes,6.7,82,,,0.0,0,0,0.67,0.47,9,13,0,0,0,0,2,32,,
