Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
David Herold,23,2026-05-17,Karlsruher SC,VfL Bochum 1848,2. Bundesliga,6.8,90,,0,0.0,0,0,0.0,0.18,35,37,1,0,0,0,3,64,D,CB
David Herold,23,2026-05-08,SC Paderborn 07,Karlsruher SC,2. Bundesliga,6.8,90,,0,0.0,0,0,0.0,0.01,16,19,2,0,0,0,5,41,D,CB
David Herold,23,2026-05-03,Karlsruher SC,Darmstadt 98,2. Bundesliga,6.6,90,,0,0.0,0,0,0.01,0.13,23,31,3,0,0,0,3,55,D,CB
David Herold,23,2026-04-25,Karlsruher SC,Hannover 96,2. Bundesliga,6.5,90,,0,0.0,0,0,0.04,0.19,24,37,1,0,2,0,4,71,D,CB
David Herold,23,2026-04-17,SV 07 Elversberg,Karlsruher SC,2. Bundesliga,6.9,17,,0,0.0,0,0,0.0,0.07,9,10,1,0,0,0,1,14,D,CB
David Herold,23,2026-04-10,Karlsruher SC,Arminia Bielefeld,2. Bundesliga,6.4,59,,0,0.0,0,0,0.07,0.0,5,13,0,0,0,0,2,23,D,CB
David Herold,23,2026-04-05,FC Schalke 04,Karlsruher SC,2. Bundesliga,6.9,90,,0,0.0,0,0,0.0,0.05,30,43,1,0,3,0,3,86,D,CB
David Herold,23,2026-03-15,1. FC Kaiserslautern,Karlsruher SC,2. Bundesliga,6.8,90,,0,0.0,0,0,0.04,0.01,19,25,0,0,0,0,6,54,D,CB
David Herold,23,2026-03-08,Karlsruher SC,SG Dynamo Dresden,2. Bundesliga,6.6,90,,0,0.0,0,0,0.06,0.43,35,46,4,0,2,0,4,81,D,CB
David Herold,23,2026-03-01,1. FC Magdeburg,Karlsruher SC,2. Bundesliga,6.4,90,,0,0.0,0,0,0.0,0.02,22,28,0,0,1,0,3,40,D,CB
David Herold,23,2026-02-21,Karlsruher SC,Holstein Kiel,2. Bundesliga,6.6,90,,0,0.0,0,0,0.15,0.01,15,22,0,0,1,0,2,53,D,CB
David Herold,23,2026-02-13,1. FC Nürnberg,Karlsruher SC,2. Bundesliga,6.0,90,,0,0.0,0,0,0.0,0.19,57,66,2,0,1,0,4,111,D,CB
David Herold,23,2026-02-08,Karlsruher SC,Fortuna Düsseldorf,2. Bundesliga,6.0,90,,0,0.0,0,0,0.02,0.03,45,54,1,0,2,0,6,87,D,CB
David Herold,23,2026-01-31,Eintracht Braunschweig,Karlsruher SC,2. Bundesliga,6.7,90,,0,0.0,0,0,0.0,0.08,36,45,2,0,0,0,3,85,D,CB
