Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Marcel Beifus,23,2025-12-20,VfL Bochum 1848,Karlsruher SC,2. Bundesliga,7.2,79,,0,0.0,0,0,0.0,0.02,94,95,0,0,2,0,3,105,D,CB
Marcel Beifus,23,2025-12-06,Darmstadt 98,Karlsruher SC,2. Bundesliga,5.7,90,,0,0.0,0,0,0.01,0.01,36,46,0,0,1,0,2,58,D,CB
Marcel Beifus,23,2025-11-28,Hannover 96,Karlsruher SC,2. Bundesliga,6.5,90,,0,0.0,0,0,0.03,0.02,50,51,0,0,1,0,3,60,D,CB
Marcel Beifus,23,2025-11-23,Karlsruher SC,SV 07 Elversberg,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,D,CB
Marcel Beifus,23,2025-11-08,Arminia Bielefeld,Karlsruher SC,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,D,CB
Marcel Beifus,23,2025-11-01,Karlsruher SC,FC Schalke 04,2. Bundesliga,7.9,90,,0,0.0,1,0,0.09,0.01,63,74,0,0,0,0,0,84,D,CB
Marcel Beifus,23,2025-10-28,Borussia M'gladbach,Karlsruher SC,DFB Pokal,6.5,77,,0,0.0,0,0,0.0,0.0,54,63,1,0,1,0,2,69,D,CB
Marcel Beifus,23,2025-10-24,SpVgg Greuther Fürth,Karlsruher SC,2. Bundesliga,6.3,90,,0,0.0,0,0,0.17,0.02,48,55,1,0,0,0,4,65,D,CB
Marcel Beifus,23,2025-10-18,Karlsruher SC,1. FC Kaiserslautern,2. Bundesliga,6.1,76,,0,0.0,0,0,0.14,0.03,38,40,0,0,2,0,1,47,D,CB
Marcel Beifus,23,2025-10-04,SG Dynamo Dresden,Karlsruher SC,2. Bundesliga,7.6,90,,0,0.0,1,0,0.06,0.0,27,31,0,0,0,0,3,52,D,CB
Marcel Beifus,23,2025-09-27,Karlsruher SC,1. FC Magdeburg,2. Bundesliga,7.0,90,,0,0.0,0,0,0.0,0.02,30,37,0,0,1,0,4,44,D,CB
Marcel Beifus,23,2025-09-21,Holstein Kiel,Karlsruher SC,2. Bundesliga,6.3,28,,0,0.0,0,0,0.23,0.0,22,24,0,0,0,0,2,28,D,CB
Marcel Beifus,23,2025-09-13,Karlsruher SC,1. FC Nürnberg,2. Bundesliga,6.7,28,,0,0.0,0,0,0.0,0.0,9,11,0,0,1,0,0,17,D,CB
Marcel Beifus,23,2025-08-30,Fortuna Düsseldorf,Karlsruher SC,2. Bundesliga,6.7,9,,0,0.0,0,0,0.0,0.01,5,8,0,0,0,0,0,11,D,CB
