Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Mickaël Biron,28,2026-03-07,1. FC Nürnberg,Fortuna Düsseldorf,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Mickaël Biron,28,2026-03-01,Hertha BSC,1. FC Nürnberg,2. Bundesliga,6.4,14,,0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,3,F,ATT
Mickaël Biron,28,2026-01-30,1. FC Nürnberg,Preußen Münster,2. Bundesliga,6.4,14,,0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,3,F,ATT
Mickaël Biron,28,2026-01-23,Darmstadt 98,1. FC Nürnberg,2. Bundesliga,6.8,13,,0,0.0,0,0,0.0,0.0,4,5,0,0,0,0,1,13,F,ATT
Mickaël Biron,28,2026-01-17,1. FC Nürnberg,SV 07 Elversberg,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Mickaël Biron,28,2025-11-23,1. FC Nürnberg,Arminia Bielefeld,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Mickaël Biron,28,2025-10-26,1. FC Kaiserslautern,1. FC Nürnberg,2. Bundesliga,6.5,19,,0,0.0,0,0,0.21,0.08,5,6,0,0,0,0,0,16,F,ATT
Mickaël Biron,28,2025-10-19,1. FC Nürnberg,Holstein Kiel,2. Bundesliga,6.5,14,,0,0.0,0,0,0.14,0.0,0,1,0,0,0,0,0,6,F,ATT
Mickaël Biron,28,2025-10-03,Fortuna Düsseldorf,1. FC Nürnberg,2. Bundesliga,6.6,13,,0,0.0,0,0,0.08,0.03,4,4,1,0,0,0,1,8,F,ATT
Mickaël Biron,28,2025-09-28,1. FC Nürnberg,Hertha BSC,2. Bundesliga,6.5,9,,0,0.0,0,0,0.0,0.0,1,2,0,0,0,0,0,2,F,ATT
Mickaël Biron,28,2025-09-13,Karlsruher SC,1. FC Nürnberg,2. Bundesliga,6.0,57,,0,0.0,0,0,0.58,0.0,7,8,0,0,0,0,1,17,F,ATT
Mickaël Biron,28,2025-08-29,1. FC Nürnberg,SC Paderborn 07,2. Bundesliga,7.0,45,,0,0.0,0,0,0.24,0.05,7,10,0,0,0,0,2,25,F,ATT
Mickaël Biron,28,2025-08-22,Preußen Münster,1. FC Nürnberg,2. Bundesliga,6.8,12,,0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,1,7,F,ATT
Mickaël Biron,28,2025-08-16,FV Illertissen,1. FC Nürnberg,DFB Pokal,6.0,64,,0,0.0,0,0,0.0,0.0,11,16,1,0,1,0,1,25,F,ATT
Mickaël Biron,28,2025-08-08,1. FC Nürnberg,Darmstadt 98,2. Bundesliga,7.0,66,,0,0.0,0,0,0.02,0.03,7,8,2,0,0,0,1,17,F,ATT
