Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Renato Veiga,2026-01-31,Osasuna,Villarreal,6.7,90,,,0.0,0,0,0.0,0.02,46,54,0,0,0,0,4,77
Renato Veiga,2026-02-09,Villarreal,Espanyol,6.9,90,,,0.0,0,0,0.0,0.01,70,75,0,0,2,0,3,87
Renato Veiga,2026-02-14,Getafe,Villarreal,5.3,90,,,0.0,0,0,0.0,0.0,49,58,0,0,1,0,2,68
Renato Veiga,2026-02-18,Levante UD,Villarreal,7.1,11,,,0.0,0,0,0.0,0.0,4,4,1,0,0,0,0,8
Renato Veiga,2026-02-22,Villarreal,Valencia,6.5,90,,,0.0,0,0,0.0,0.01,37,40,0,0,1,0,1,47
Renato Veiga,2026-02-28,FC Barcelona,Villarreal,5.7,90,,,0.0,0,0,0.0,0.0,32,34,0,0,0,0,2,40
Renato Veiga,2026-03-08,Villarreal,Elche,6.5,15,,,0.0,0,0,0.0,0.0,1,1,0,0,2,0,0,5
Renato Veiga,2026-03-13,Deportivo Alavés,Villarreal,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Renato Veiga,2026-03-20,Villarreal,Real Sociedad,6.7,90,,,0.0,0,0,0.0,0.0,27,33,0,0,3,0,6,47
Renato Veiga,2026-03-29,Mexico,Portugal,6.9,90,,,0.0,0,0,0.0,0.0,75,86,0,0,1,0,3,91
Renato Veiga,2026-04-01,USA,Portugal,6.7,20,,,0.0,0,0,0.0,0.0,15,16,0,0,1,0,0,18
Renato Veiga,2026-04-06,Girona FC,Villarreal,7.5,90,,,0.0,0,0,0.0,0.01,67,75,0,0,1,0,6,84
Renato Veiga,2026-04-12,Athletic Club,Villarreal,7.1,90,,,0.0,0,0,0.0,0.0,35,44,0,0,2,0,1,58
Renato Veiga,2026-04-23,Real Oviedo,Villarreal,6.5,90,,,0.0,0,0,0.0,0.0,43,48,0,0,0,0,3,62
Renato Veiga,2026-04-26,Villarreal,Celta Vigo,7.4,90,,,0.0,0,0,0.0,0.01,63,68,0,0,0,0,0,75
