Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Dion Hofmeister,16,2026-05-08,1. FC Kaiserslautern,Arminia Bielefeld,2. Bundesliga,6.9,12,,0,0.0,0,0,0.15,0.0,4,4,0,0,0,0,0,10,M,MC
Dion Hofmeister,16,2026-04-24,1. FC Kaiserslautern,Eintracht Braunschweig,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-03-31,France U17,Germany U17,"U17 UEFA European Championship, Q., League A Gr. 1",,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-03-28,Germany U17,Slovenia U17,"U17 UEFA European Championship, Q., League A Gr. 1",,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-03-25,Germany U17,North Macedonia U17,"U17 UEFA European Championship, Q., League A Gr. 1",,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-03-15,1. FC Kaiserslautern,Karlsruher SC,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-02-28,1. FC Kaiserslautern,SC Paderborn 07,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-02-18,Germany U17,Portugal U17,U17 Algarve Tournament,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-02-15,Spain U17,Germany U17,U17 Algarve Tournament,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-02-13,Germany U17,Finland U17,U17 Algarve Tournament,,0,,0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-02-07,Darmstadt 98,1. FC Kaiserslautern,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-01-31,1. FC Kaiserslautern,SV 07 Elversberg,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2026-01-18,1. FC Kaiserslautern,Hannover 96,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2025-12-20,1. FC Kaiserslautern,1. FC Magdeburg,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dion Hofmeister,16,2025-12-06,1. FC Kaiserslautern,SG Dynamo Dresden,2. Bundesliga,6.7,8,,0,0.0,0,0,0.0,0.0,1,3,0,0,1,0,0,6,M,MC
