Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Roberto Fernández,2026-01-11,Levante UD,Espanyol,6.5,29,,,0.0,0,0,0.2,0.02,5,5,2,0,0,0,2,13
Roberto Fernández,2026-01-16,Espanyol,Girona FC,6.2,90,,,0.0,0,0,0.0,0.01,7,13,0,0,0,0,3,23
Roberto Fernández,2026-01-24,Valencia,Espanyol,6.5,90,,,0.0,0,0,0.0,0.05,4,8,2,0,0,0,0,19
Roberto Fernández,2026-01-30,Espanyol,Deportivo Alavés,7.4,90,,,0.0,1,0,0.09,0.01,12,12,0,0,0,0,2,22
Roberto Fernández,2026-02-09,Villarreal,Espanyol,6.1,59,,,0.0,0,0,0.0,0.0,2,4,0,0,0,0,1,14
Roberto Fernández,2026-02-14,Espanyol,Celta Vigo,5.9,83,,,0.0,0,0,0.16,0.0,4,7,0,0,0,0,0,11
Roberto Fernández,2026-02-21,Atlético Madrid,Espanyol,6.4,20,,,0.0,0,0,0.0,0.0,5,6,0,0,0,0,1,11
Roberto Fernández,2026-03-01,Elche,Espanyol,6.5,14,,,0.0,0,0,0.0,0.0,3,4,0,0,0,0,1,7
Roberto Fernández,2026-03-09,Espanyol,Real Oviedo,6.1,22,,,0.0,0,0,0.23,0.0,2,4,0,0,1,0,1,10
Roberto Fernández,2026-03-15,Mallorca,Espanyol,6.3,19,,,0.0,0,0,0.0,0.0,3,5,0,0,0,0,1,8
Roberto Fernández,2026-03-21,Espanyol,Getafe,7.6,45,,,0.0,1,0,0.89,0.0,3,5,0,0,0,0,2,13
Roberto Fernández,2026-04-04,Real Betis,Espanyol,6.3,58,,,0.0,0,0,0.03,0.0,8,10,0,0,0,0,2,23
Roberto Fernández,2026-04-11,FC Barcelona,Espanyol,6.1,45,,,0.0,0,0,0.52,0.01,8,10,0,0,0,0,0,14
Roberto Fernández,2026-04-23,Rayo Vallecano,Espanyol,6.5,67,,,0.0,0,0,0.32,0.19,9,14,0,0,0,0,1,23
Roberto Fernández,2026-04-27,Espanyol,Levante UD,6.4,32,,,0.0,0,0,0.17,0.0,3,4,0,0,0,0,0,11
