Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Jorrit Hendrix,31,2026-05-10,Preußen Münster,Darmstadt 98,2. Bundesliga,5.1,28,,0,0.0,0,0,0.04,0.31,4,5,1,0,0,0,1,8,M,MC
Jorrit Hendrix,31,2026-05-03,Hannover 96,Preußen Münster,2. Bundesliga,7.6,90,,0,0.0,1,0,0.18,0.24,7,16,2,0,0,0,8,29,M,MC
Jorrit Hendrix,31,2026-04-25,Preußen Münster,Arminia Bielefeld,2. Bundesliga,6.7,86,,0,0.0,0,0,0.11,0.11,33,39,1,0,0,0,3,56,M,MC
Jorrit Hendrix,31,2026-04-19,FC Schalke 04,Preußen Münster,2. Bundesliga,7.0,71,,0,0.0,0,0,0.0,0.01,17,19,0,0,1,0,0,28,M,MC
Jorrit Hendrix,31,2026-04-11,Preußen Münster,SpVgg Greuther Fürth,2. Bundesliga,6.9,90,,0,0.0,0,0,0.0,0.03,20,28,1,0,0,0,5,43,M,MC
Jorrit Hendrix,31,2026-04-05,Holstein Kiel,Preußen Münster,2. Bundesliga,7.7,90,,0,0.0,0,0,0.0,0.26,15,22,0,0,0,0,2,56,M,MC
Jorrit Hendrix,31,2026-03-22,Preußen Münster,1. FC Magdeburg,2. Bundesliga,7.4,90,,0,0.0,0,0,0.05,0.16,45,51,2,0,1,0,8,75,M,MC
Jorrit Hendrix,31,2026-03-15,SG Dynamo Dresden,Preußen Münster,2. Bundesliga,6.0,78,,0,0.0,0,0,0.03,0.15,50,59,1,0,3,0,2,80,M,MC
Jorrit Hendrix,31,2026-03-08,Preußen Münster,Hertha BSC,2. Bundesliga,6.5,90,,0,0.0,0,0,0.0,0.03,22,36,1,0,1,0,2,59,M,MC
Jorrit Hendrix,31,2026-03-01,Eintracht Braunschweig,Preußen Münster,2. Bundesliga,7.4,90,,0,0.0,1,0,0.1,0.01,32,45,1,0,0,0,5,77,M,MC
Jorrit Hendrix,31,2026-02-13,Fortuna Düsseldorf,Preußen Münster,2. Bundesliga,6.6,83,,0,0.0,0,0,0.02,0.02,35,43,0,0,1,0,4,77,M,MC
Jorrit Hendrix,31,2026-02-06,Preußen Münster,VfL Bochum 1848,2. Bundesliga,6.7,90,,0,0.0,0,0,0.03,0.21,15,23,1,0,1,0,1,42,M,MC
Jorrit Hendrix,31,2026-01-30,1. FC Nürnberg,Preußen Münster,2. Bundesliga,7.9,90,,0,0.0,1,0,0.38,0.02,30,33,0,0,0,0,7,59,M,MC
Jorrit Hendrix,31,2026-01-25,SC Paderborn 07,Preußen Münster,2. Bundesliga,6.5,90,,0,0.0,0,0,0.06,0.0,14,24,0,0,1,0,7,37,M,MC
Jorrit Hendrix,31,2026-01-17,Preußen Münster,Karlsruher SC,2. Bundesliga,7.5,90,,0,0.0,0,0,0.07,0.3,57,69,3,0,0,0,2,84,M,MC
