Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Brooklyn Kevin Ezeh,25,2025-05-03,SSV Ulm 1846,Hannover 96,2. Bundesliga,6.8,90,,0,0.0,0,0,0.0,0.0,14,16,0,0,0,0,2,36,D,CB
Brooklyn Kevin Ezeh,25,2025-04-27,Hannover 96,1. FC Köln,2. Bundesliga,7.3,78,,0,0.0,0,0,0.0,0.0,19,26,2,0,2,0,1,50,D,CB
Brooklyn Kevin Ezeh,25,2025-04-12,Hannover 96,SV 07 Elversberg,2. Bundesliga,6.4,19,,0,0.0,0,0,0.0,0.0,9,11,1,0,0,0,2,19,D,CB
Brooklyn Kevin Ezeh,25,2025-04-04,Karlsruher SC,Hannover 96,2. Bundesliga,6.5,85,,0,0.0,0,0,0.0,0.0,17,22,1,0,2,0,3,41,D,CB
Brooklyn Kevin Ezeh,25,2025-03-29,Hannover 96,1. FC Magdeburg,2. Bundesliga,7.7,90,,0,0.0,0,0,0.0,0.0,17,25,3,0,1,0,1,56,D,CB
Brooklyn Kevin Ezeh,25,2025-03-14,FC Schalke 04,Hannover 96,2. Bundesliga,6.8,82,,0,0.0,0,0,0.0,0.0,17,28,1,0,3,0,1,52,D,CB
Brooklyn Kevin Ezeh,25,2025-02-22,1. FC Saarbrücken,Hannover 96 II U23,3. Liga,6.6,90,,0,0.0,0,0,0.0,0.06,30,41,1,0,3,0,13,53,D,CB
Brooklyn Kevin Ezeh,25,2025-02-15,1. FC Kaiserslautern,Hannover 96,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,D,CB
Brooklyn Kevin Ezeh,25,2025-02-09,SC Verl,Hannover 96 II U23,3. Liga,6.6,90,,0,0.0,0,0,0.0,0.26,27,43,1,0,4,0,17,61,D,CB
Brooklyn Kevin Ezeh,25,2025-02-02,Hamburger SV,Hannover 96,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,D,CB
Brooklyn Kevin Ezeh,25,2025-01-26,Hannover 96,Preußen Münster,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,D,CB
Brooklyn Kevin Ezeh,25,2025-01-17,SSV Jahn Regensburg,Hannover 96,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,D,CB
