Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Hayate Matsuda,22,2026-05-09,VfL Bochum 1848,Hannover 96,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Hayate Matsuda,22,2026-05-03,Hannover 96,Preußen Münster,2. Bundesliga,6.4,13,,0,0.0,0,0,0.0,0.0,2,2,1,0,0,0,0,7,M,MC
Hayate Matsuda,22,2026-04-25,Karlsruher SC,Hannover 96,2. Bundesliga,6.6,75,,0,0.0,0,0,0.0,0.01,16,21,0,0,0,0,2,33,M,MC
Hayate Matsuda,22,2026-04-18,Hannover 96,SC Paderborn 07,2. Bundesliga,6.7,19,,0,0.0,0,0,0.0,0.0,4,6,0,0,0,0,2,12,M,MC
Hayate Matsuda,22,2026-04-11,Darmstadt 98,Hannover 96,2. Bundesliga,6.1,17,,0,0.0,0,0,0.12,0.0,1,3,0,0,0,0,1,4,M,MC
Hayate Matsuda,22,2026-04-05,Hannover 96,SV 07 Elversberg,2. Bundesliga,7.6,17,,0,0.0,0,0,0.0,0.37,5,7,1,0,0,0,1,16,M,MC
Hayate Matsuda,22,2026-03-20,Hannover 96,Eintracht Braunschweig,2. Bundesliga,6.6,19,,0,0.0,0,0,0.02,0.01,3,5,0,0,0,0,1,18,M,MC
Hayate Matsuda,22,2026-03-15,FC Schalke 04,Hannover 96,2. Bundesliga,6.5,30,,0,0.0,0,0,0.02,0.01,8,11,0,0,0,0,1,24,M,MC
Hayate Matsuda,22,2026-03-08,Hannover 96,SpVgg Greuther Fürth,2. Bundesliga,7.2,26,,0,0.0,0,0,0.0,0.01,8,10,1,0,1,0,2,19,M,MC
Hayate Matsuda,22,2026-02-28,Arminia Bielefeld,Hannover 96,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Hayate Matsuda,22,2026-02-22,Hannover 96,SG Dynamo Dresden,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Hayate Matsuda,22,2026-02-14,Hertha BSC,Hannover 96,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Hayate Matsuda,22,2025-12-21,1. FC Nürnberg,Hannover 96,2. Bundesliga,6.3,17,,0,0.0,0,0,0.03,0.0,3,3,0,0,0,0,0,11,M,MC
Hayate Matsuda,22,2025-12-13,Hannover 96,VfL Bochum 1848,2. Bundesliga,6.7,90,,0,0.0,0,0,0.55,0.01,16,20,0,0,1,0,4,48,M,MC
