Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Daisuke Yokota,26,2026-05-17,Hannover 96,1. FC Nürnberg,2. Bundesliga,7.3,90,,0,0.0,0,0,0.53,0.05,26,32,0,0,0,0,5,53,F,ATT
Daisuke Yokota,26,2026-05-09,VfL Bochum 1848,Hannover 96,2. Bundesliga,7.0,90,,0,0.0,0,0,0.07,0.02,21,29,0,0,1,0,2,48,F,ATT
Daisuke Yokota,26,2026-05-03,Hannover 96,Preußen Münster,2. Bundesliga,7.5,77,,0,0.0,0,0,0.14,0.23,40,46,4,0,0,0,3,74,F,ATT
Daisuke Yokota,26,2026-04-25,Karlsruher SC,Hannover 96,2. Bundesliga,7.3,30,,0,0.0,1,0,0.91,0.01,7,9,1,0,0,0,0,17,F,ATT
Daisuke Yokota,26,2026-04-18,Hannover 96,SC Paderborn 07,2. Bundesliga,6.3,71,,0,0.0,0,0,0.1,0.06,25,29,0,0,0,0,1,46,F,ATT
Daisuke Yokota,26,2026-04-05,Hannover 96,SV 07 Elversberg,2. Bundesliga,6.9,90,,0,0.0,0,0,0.0,0.19,24,29,2,0,0,0,3,49,F,ATT
Daisuke Yokota,26,2026-03-20,Hannover 96,Eintracht Braunschweig,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Daisuke Yokota,26,2026-03-15,FC Schalke 04,Hannover 96,2. Bundesliga,6.5,45,,0,0.0,0,0,0.0,0.02,5,6,0,0,1,0,0,16,F,ATT
Daisuke Yokota,26,2026-03-08,Hannover 96,SpVgg Greuther Fürth,2. Bundesliga,6.9,45,,0,0.0,0,0,0.02,0.03,11,16,0,0,0,0,2,24,F,ATT
Daisuke Yokota,26,2026-02-28,Arminia Bielefeld,Hannover 96,2. Bundesliga,6.7,65,,0,0.0,0,0,0.0,0.02,12,13,1,0,0,0,2,23,F,ATT
Daisuke Yokota,26,2026-02-22,Hannover 96,SG Dynamo Dresden,2. Bundesliga,6.9,90,,0,0.0,0,0,0.03,0.33,33,38,2,0,0,0,3,56,F,ATT
Daisuke Yokota,26,2026-02-14,Hertha BSC,Hannover 96,2. Bundesliga,6.9,69,,0,0.0,0,0,0.0,0.29,11,15,2,0,1,0,3,28,F,ATT
Daisuke Yokota,26,2026-02-08,Hannover 96,Holstein Kiel,2. Bundesliga,7.1,90,,0,0.0,0,0,0.21,0.39,22,29,3,0,0,0,3,58,F,ATT
Daisuke Yokota,26,2026-01-30,1. FC Magdeburg,Hannover 96,2. Bundesliga,7.6,45,,0,0.0,1,0,0.67,0.32,12,17,0,0,0,0,3,26,F,ATT
