Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Marcus Müller,23,2026-05-17,SG Dynamo Dresden,Holstein Kiel,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Marcus Müller,23,2026-05-09,Holstein Kiel,1. FC Magdeburg,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Marcus Müller,23,2026-05-02,Holstein Kiel,Eintracht Braunschweig,2. Bundesliga,,1,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,F,ATT
Marcus Müller,23,2026-04-25,Hertha BSC,Holstein Kiel,2. Bundesliga,6.4,8,,0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,1,2,F,ATT
Marcus Müller,23,2026-04-17,Holstein Kiel,1. FC Kaiserslautern,2. Bundesliga,6.6,11,,0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,4,F,ATT
Marcus Müller,23,2026-04-10,Fortuna Düsseldorf,Holstein Kiel,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Marcus Müller,23,2026-04-05,Holstein Kiel,Preußen Münster,2. Bundesliga,,3,,0,0.0,0,0,0.05,0.0,0,1,0,0,0,0,0,3,F,ATT
Marcus Müller,23,2026-03-22,VfL Bochum 1848,Holstein Kiel,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,F,ATT
Marcus Müller,23,2026-03-07,Darmstadt 98,Holstein Kiel,2. Bundesliga,3.6,25,,0,0.0,0,0,0.02,0.0,0,1,0,0,0,0,1,8,F,ATT
Marcus Müller,23,2026-02-28,Holstein Kiel,SV 07 Elversberg,2. Bundesliga,,1,,0,0.0,0,0,0.0,0.01,2,3,0,0,0,0,0,4,F,ATT
Marcus Müller,23,2026-02-21,Karlsruher SC,Holstein Kiel,2. Bundesliga,7.4,21,,0,0.0,1,0,0.66,0.0,1,2,0,0,0,0,0,6,F,ATT
Marcus Müller,23,2026-02-15,Holstein Kiel,FC Schalke 04,2. Bundesliga,6.2,12,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,F,ATT
Marcus Müller,23,2026-02-08,Hannover 96,Holstein Kiel,2. Bundesliga,,2,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,F,ATT
Marcus Müller,23,2026-02-04,Holstein Kiel,VfB Stuttgart,DFB Pokal,6.5,11,,0,0.0,0,0,0.0,0.0,1,1,1,0,0,0,0,4,F,ATT
Marcus Müller,23,2026-01-31,Holstein Kiel,SpVgg Greuther Fürth,2. Bundesliga,6.4,16,,0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,3,F,ATT
