Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
José María Giménez,2026-02-12,Atlético Madrid,FC Barcelona,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
José María Giménez,2026-02-15,Rayo Vallecano,Atlético Madrid,6.7,90,9823.0,19.0,109.14,0,0,0.09,0.02,56,61,0,0,1,0,5,74,0.0,1.93
José María Giménez,2026-02-18,Club Brugge KV,Atlético Madrid,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
José María Giménez,2026-02-21,Atlético Madrid,Espanyol,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
José María Giménez,2026-02-24,Atlético Madrid,Club Brugge KV,6.6,10,1058.0,2.0,105.8,0,0,0.0,0.0,1,1,0,0,0,0,0,2,0.0,1.89
José María Giménez,2026-02-28,Real Oviedo,Atlético Madrid,7.1,90,9832.0,19.0,109.24,0,0,0.07,0.01,58,63,0,0,1,0,4,79,0.0,1.93
José María Giménez,2026-03-03,FC Barcelona,Atlético Madrid,6.9,14,1504.0,3.0,107.43,0,0,0.0,0.0,2,3,0,0,0,0,0,8,0.0,1.99
José María Giménez,2026-03-07,Atlético Madrid,Real Sociedad,7.1,90,9853.0,20.0,109.48,0,0,0.26,0.17,47,56,1,0,2,0,6,78,0.0,2.03
José María Giménez,2026-03-10,Atlético Madrid,Tottenham Hotspur,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
José María Giménez,2026-03-14,Atlético Madrid,Getafe,7.9,90,9836.0,17.0,109.29,0,0,0.0,0.01,62,65,0,0,0,0,3,83,0.0,1.73
José María Giménez,2026-03-18,Tottenham Hotspur,Atlético Madrid,5.7,9,962.0,2.0,106.89,0,0,0.0,0.0,1,2,0,0,0,0,0,4,0.0,2.08
José María Giménez,2026-03-22,Real Madrid,Atlético Madrid,5.1,45,4838.0,10.0,107.51,0,0,0.0,0.01,20,24,0,0,1,0,0,27,0.0,2.07
José María Giménez,2026-03-27,England,Uruguay,7.1,74,8085.0,14.0,109.26,0,0,0.0,0.0,65,66,0,0,0,0,0,75,0.0,1.73
José María Giménez,2026-03-31,Algeria,Uruguay,7.1,90,9694.0,17.0,107.71,0,0,0.0,0.0,46,50,0,0,0,0,1,55,0.0,1.75
José María Giménez,2026-04-04,Atlético Madrid,FC Barcelona,6.8,29,3083.0,7.0,106.31,0,0,0.0,0.0,0,1,0,0,1,0,0,9,0.0,2.27
