Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Moussa Ndiaye,24,2026-05-17,FC Schalke 04,Eintracht Braunschweig,2. Bundesliga,7.7,66,,0,0.0,0,0,0.0,0.23,61,67,1,0,2,0,5,91,D,CB
Moussa Ndiaye,24,2026-05-09,1. FC Nürnberg,FC Schalke 04,2. Bundesliga,6.2,45,,0,0.0,0,0,0.02,0.01,15,19,0,0,1,0,2,26,D,CB
Moussa Ndiaye,24,2026-05-02,FC Schalke 04,Fortuna Düsseldorf,2. Bundesliga,7.4,90,,0,0.0,0,0,0.05,0.01,23,32,0,0,3,0,7,66,D,CB
Moussa Ndiaye,24,2026-04-26,SC Paderborn 07,FC Schalke 04,2. Bundesliga,6.3,86,,0,0.0,0,0,0.0,0.25,40,52,1,0,0,0,3,80,D,CB
Moussa Ndiaye,24,2026-04-19,FC Schalke 04,Preußen Münster,2. Bundesliga,7.5,90,,0,0.0,0,0,0.03,0.41,66,78,1,0,1,0,6,106,D,CB
Moussa Ndiaye,24,2026-04-12,SV 07 Elversberg,FC Schalke 04,2. Bundesliga,5.7,51,,0,0.0,0,0,0.0,0.02,28,41,0,0,2,0,1,60,D,CB
Moussa Ndiaye,24,2026-04-05,FC Schalke 04,Karlsruher SC,2. Bundesliga,7.5,90,,0,0.0,0,0,0.0,0.06,49,57,3,0,0,0,8,82,D,CB
Moussa Ndiaye,24,2026-03-21,Darmstadt 98,FC Schalke 04,2. Bundesliga,6.5,90,,0,0.0,0,0,0.0,0.01,19,33,0,0,1,0,6,58,D,CB
Moussa Ndiaye,24,2026-03-15,FC Schalke 04,Hannover 96,2. Bundesliga,7.4,89,,0,0.0,0,0,0.0,0.06,28,37,0,0,4,0,10,65,D,CB
Moussa Ndiaye,24,2026-03-06,FC Schalke 04,Arminia Bielefeld,2. Bundesliga,7.1,78,,0,0.0,0,0,0.0,0.08,16,26,2,0,3,0,3,49,D,CB
Moussa Ndiaye,24,2026-02-28,SpVgg Greuther Fürth,FC Schalke 04,2. Bundesliga,6.6,90,,0,0.0,0,0,0.01,0.07,41,51,1,0,3,0,6,86,D,CB
Moussa Ndiaye,24,2026-02-21,FC Schalke 04,1. FC Magdeburg,2. Bundesliga,6.4,90,,0,0.0,0,0,0.0,0.09,25,35,1,0,4,0,3,72,D,CB
Moussa Ndiaye,24,2026-02-15,Holstein Kiel,FC Schalke 04,2. Bundesliga,6.7,90,,0,0.0,0,0,0.02,0.22,24,38,3,0,1,0,1,73,D,CB
Moussa Ndiaye,24,2026-02-07,FC Schalke 04,SG Dynamo Dresden,2. Bundesliga,7.0,76,,0,0.0,0,0,0.03,0.01,17,21,0,0,3,0,0,45,D,CB
Moussa Ndiaye,24,2026-01-25,RSC Anderlecht,FCV Dender,Pro League,7.2,29,,0,0.0,0,0,0.38,0.08,24,26,0,0,0,0,3,36,D,CB
