Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Dejan Ljubičić,28,2026-06-17,Austria,Jordan,"FIFA World Cup, Group J",,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,M,MC
Dejan Ljubičić,28,2026-05-17,FC Schalke 04,Eintracht Braunschweig,2. Bundesliga,6.5,66,,0,0.0,0,0,0.3,0.14,20,27,1,0,0,0,4,38,M,MC
Dejan Ljubičić,28,2026-05-09,1. FC Nürnberg,FC Schalke 04,2. Bundesliga,6.4,90,,0,0.0,0,0,0.0,0.15,26,30,0,0,0,0,4,35,M,MC
Dejan Ljubičić,28,2026-05-02,FC Schalke 04,Fortuna Düsseldorf,2. Bundesliga,7.4,69,,0,0.0,0,0,0.1,0.04,9,14,2,0,1,0,4,25,M,MC
Dejan Ljubičić,28,2026-04-26,SC Paderborn 07,FC Schalke 04,2. Bundesliga,8.3,86,,0,0.0,2,0,0.92,0.02,14,18,0,0,0,0,4,27,M,MC
Dejan Ljubičić,28,2026-04-19,FC Schalke 04,Preußen Münster,2. Bundesliga,7.7,90,,0,0.0,0,0,0.27,0.5,27,32,3,0,1,0,8,52,M,MC
Dejan Ljubičić,28,2026-04-12,SV 07 Elversberg,FC Schalke 04,2. Bundesliga,6.7,69,,0,0.0,0,0,0.29,0.36,21,26,2,0,1,0,2,42,M,MC
Dejan Ljubičić,28,2026-04-05,FC Schalke 04,Karlsruher SC,2. Bundesliga,6.4,64,,0,0.0,0,0,0.3,0.01,15,21,0,0,1,0,3,31,M,MC
Dejan Ljubičić,28,2026-03-21,Darmstadt 98,FC Schalke 04,2. Bundesliga,6.6,79,,0,0.0,0,0,0.2,0.18,15,18,1,0,0,0,4,28,M,MC
Dejan Ljubičić,28,2026-03-15,FC Schalke 04,Hannover 96,2. Bundesliga,6.8,71,,0,0.0,0,0,0.27,0.07,14,20,1,0,0,0,3,27,M,MC
Dejan Ljubičić,28,2026-03-06,FC Schalke 04,Arminia Bielefeld,2. Bundesliga,6.9,78,,0,0.0,0,0,0.08,0.02,10,14,0,0,0,0,4,23,M,MC
Dejan Ljubičić,28,2026-02-28,SpVgg Greuther Fürth,FC Schalke 04,2. Bundesliga,7.0,90,,0,0.0,1,0,0.4,0.08,20,23,1,0,1,0,2,34,M,MC
Dejan Ljubičić,28,2026-02-21,FC Schalke 04,1. FC Magdeburg,2. Bundesliga,7.8,72,,0,0.0,1,0,0.31,0.21,19,24,2,0,0,0,1,34,M,MC
Dejan Ljubičić,28,2026-02-15,Holstein Kiel,FC Schalke 04,2. Bundesliga,6.3,79,,0,0.0,0,0,0.37,0.15,6,11,3,0,1,0,1,27,M,MC
Dejan Ljubičić,28,2026-02-07,FC Schalke 04,SG Dynamo Dresden,2. Bundesliga,6.9,90,,0,0.0,0,0,0.0,0.05,16,25,0,0,0,0,6,35,M,MC
