Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Moussa Sylla,26,2026-05-17,FC Schalke 04,Eintracht Braunschweig,2. Bundesliga,5.9,81,,0,0.0,0,0,0.35,0.08,16,21,1,0,0,0,2,32,F,ATT
Moussa Sylla,26,2026-05-09,1. FC Nürnberg,FC Schalke 04,2. Bundesliga,6.2,71,,0,0.0,0,0,0.67,0.0,8,15,0,0,0,0,2,23,F,ATT
Moussa Sylla,26,2026-05-02,FC Schalke 04,Fortuna Düsseldorf,2. Bundesliga,6.8,82,,0,0.0,0,0,0.05,0.22,13,16,2,0,0,0,3,27,F,ATT
Moussa Sylla,26,2026-04-26,SC Paderborn 07,FC Schalke 04,2. Bundesliga,6.0,88,,0,0.0,0,0,1.05,0.02,9,12,0,0,0,0,2,20,F,ATT
Moussa Sylla,26,2026-04-19,FC Schalke 04,Preußen Münster,2. Bundesliga,6.5,90,,0,0.0,1,0,1.16,0.03,10,16,1,0,0,0,2,30,F,ATT
Moussa Sylla,26,2026-04-12,SV 07 Elversberg,FC Schalke 04,2. Bundesliga,7.5,90,,0,0.0,1,0,0.72,0.05,15,23,0,0,0,0,5,41,F,ATT
Moussa Sylla,26,2026-04-05,FC Schalke 04,Karlsruher SC,2. Bundesliga,6.9,85,,0,0.0,0,0,0.06,0.1,6,12,2,0,0,0,2,20,F,ATT
Moussa Sylla,26,2026-03-21,Darmstadt 98,FC Schalke 04,2. Bundesliga,6.9,79,,0,0.0,1,0,1.1,0.07,10,16,3,0,0,0,2,31,F,ATT
Moussa Sylla,26,2026-03-15,FC Schalke 04,Hannover 96,2. Bundesliga,6.7,19,,0,0.0,0,0,0.0,0.01,2,2,0,0,0,0,0,7,F,ATT
Moussa Sylla,26,2026-03-06,FC Schalke 04,Arminia Bielefeld,2. Bundesliga,,2,,0,0.0,0,0,0.31,0.0,0,1,0,0,1,0,0,3,F,ATT
Moussa Sylla,26,2026-02-21,FC Schalke 04,1. FC Magdeburg,2. Bundesliga,6.7,18,,0,0.0,0,0,0.76,0.15,5,6,1,0,0,0,1,9,F,ATT
Moussa Sylla,26,2026-02-15,Holstein Kiel,FC Schalke 04,2. Bundesliga,6.5,11,,0,0.0,0,0,0.04,0.02,3,3,0,0,1,0,1,8,F,ATT
Moussa Sylla,26,2026-02-07,FC Schalke 04,SG Dynamo Dresden,2. Bundesliga,6.1,19,,0,0.0,0,0,0.56,0.01,5,7,0,0,0,0,2,13,F,ATT
Moussa Sylla,26,2026-01-17,Hertha BSC,FC Schalke 04,2. Bundesliga,6.2,90,,0,0.0,0,0,0.0,0.0,8,17,0,0,0,0,0,24,F,ATT
