Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Bahereba Guirassy,2026-01-04,Olympique de Marseille,Nantes,6.4,8,,,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,2
Bahereba Guirassy,2026-01-11,Nantes,Nice,7.7,57,,,0.0,1,0,0.0,0.0,12,18,1,0,1,0,5,39
Bahereba Guirassy,2026-01-18,Nantes,Paris FC,6.3,25,,,0.0,0,0,0.0,0.0,5,6,0,0,0,0,2,11
Bahereba Guirassy,2026-01-25,Nantes,Nice,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Bahereba Guirassy,2026-01-31,Lorient,Nantes,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Bahereba Guirassy,2026-02-07,Nantes,Olympique Lyonnais,6.4,12,,,0.0,0,0,0.03,0.01,4,5,0,0,1,0,1,15
Bahereba Guirassy,2026-02-13,AS Monaco,Nantes,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Bahereba Guirassy,2026-02-22,Nantes,Le Havre,6.7,37,,,0.0,0,0,0.0,0.12,6,6,1,0,0,0,2,18
Bahereba Guirassy,2026-03-22,Nantes,RC Strasbourg,6.6,9,,,0.0,0,0,0.03,0.04,5,7,1,0,1,0,0,17
Bahereba Guirassy,2026-03-26,Luxembourg U21,France U21,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Bahereba Guirassy,2026-04-05,Metz,Nantes,6.1,17,,,0.0,0,0,0.07,0.02,4,5,0,0,0,0,1,12
Bahereba Guirassy,2026-04-19,Nantes,Stade Brestois,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Bahereba Guirassy,2026-04-22,Paris Saint-Germain,Nantes,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Bahereba Guirassy,2026-04-26,Stade Rennais,Nantes,6.6,22,,,0.0,0,0,0.09,0.01,1,1,0,0,0,0,0,6
