Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Joel Felix,28,2026-05-17,Arminia Bielefeld,Hertha BSC,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,D,CB
Joel Felix,28,2026-01-23,Arminia Bielefeld,Holstein Kiel,2. Bundesliga,6.7,17,,0,0.0,0,0,0.0,0.0,10,11,0,0,0,0,1,11,D,CB
Joel Felix,28,2026-01-16,Fortuna Düsseldorf,Arminia Bielefeld,2. Bundesliga,7.4,83,,0,0.0,0,0,0.0,0.02,39,48,0,0,3,0,7,61,D,CB
Joel Felix,28,2025-12-19,Hertha BSC,Arminia Bielefeld,2. Bundesliga,6.9,90,,0,0.0,0,0,0.02,0.0,27,42,0,0,1,0,2,61,D,CB
Joel Felix,28,2025-12-13,Arminia Bielefeld,1. FC Kaiserslautern,2. Bundesliga,7.4,90,,0,0.0,0,0,0.06,0.05,125,134,0,0,1,0,4,146,D,CB
Joel Felix,28,2025-12-06,VfL Bochum 1848,Arminia Bielefeld,2. Bundesliga,6.4,90,,0,0.0,0,0,0.03,0.01,56,69,0,0,0,0,0,80,D,CB
Joel Felix,28,2025-11-30,Arminia Bielefeld,Preußen Münster,2. Bundesliga,6.1,90,,0,0.0,0,0,0.01,0.02,26,33,0,0,1,0,4,48,D,CB
Joel Felix,28,2025-11-23,1. FC Nürnberg,Arminia Bielefeld,2. Bundesliga,6.1,90,,0,0.0,0,0,0.09,0.01,32,37,1,0,3,0,8,52,D,CB
Joel Felix,28,2025-11-08,Arminia Bielefeld,Karlsruher SC,2. Bundesliga,7.6,83,,0,0.0,0,0,0.0,0.18,57,66,1,0,2,0,0,74,D,CB
Joel Felix,28,2025-11-01,Darmstadt 98,Arminia Bielefeld,2. Bundesliga,6.8,90,,0,0.0,0,0,0.0,0.02,59,61,1,0,1,0,4,74,D,CB
Joel Felix,28,2025-10-29,1. FC Union Berlin,Arminia Bielefeld,DFB Pokal,6.9,104,,0,0.0,0,0,0.0,0.0,47,55,0,0,3,0,4,70,D,CB
Joel Felix,28,2025-10-25,Arminia Bielefeld,SV 07 Elversberg,2. Bundesliga,6.6,83,,0,0.0,0,0,0.12,0.0,14,15,0,0,3,0,0,28,D,CB
Joel Felix,28,2025-10-05,Arminia Bielefeld,FC Schalke 04,2. Bundesliga,6.4,45,,0,0.0,0,0,0.0,0.0,38,43,0,0,0,0,0,48,D,CB
Joel Felix,28,2025-09-28,Hannover 96,Arminia Bielefeld,2. Bundesliga,8.6,90,,0,0.0,1,0,0.29,0.08,33,41,0,0,3,0,1,66,D,CB
Joel Felix,28,2025-09-19,Arminia Bielefeld,SpVgg Greuther Fürth,2. Bundesliga,,0,,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,D,CB
