Nom,Age,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
Valentín Castellanos,27,2026-01-24,West Ham United,Sunderland,6.5,75,8100.0,15.0,108.0,0,0,0.22,0.01,11,16,1,0,0,0,4,27,0.0,1.85
Valentín Castellanos,27,2026-01-31,Chelsea,West Ham United,6.5,76,8208.0,15.0,108.0,0,0,0.24,0.01,10,18,0,0,1,0,3,30,0.0,1.83
Valentín Castellanos,27,2026-02-07,Burnley,West Ham United,7.4,79,8532.0,16.0,108.0,1,0,0.22,0.16,14,20,0,0,0,0,2,29,0.0,1.88
Valentín Castellanos,27,2026-02-10,West Ham United,Manchester United,6.0,69,7452.0,14.0,108.0,0,0,0.0,0.0,5,10,0,0,0,0,0,22,0.0,1.88
Valentín Castellanos,27,2026-02-14,Burton Albion,West Ham United,6.8,38,4104.0,8.0,108.0,0,0,0.0,0.0,12,16,1,0,0,0,3,23,0.0,1.95
Valentín Castellanos,27,2026-02-21,West Ham United,Bournemouth,6.6,90,9720.0,18.0,108.0,0,0,0.29,0.24,8,12,1,0,0,0,2,32,0.0,1.85
Valentín Castellanos,27,2026-02-28,Liverpool,West Ham United,6.9,90,9720.0,18.0,108.0,1,0,0.29,0.03,13,19,1,0,0,0,0,28,0.0,1.85
Valentín Castellanos,27,2026-03-04,Fulham,West Ham United,6.8,88,9504.0,18.0,108.0,0,0,0.1,0.04,12,21,3,0,0,0,2,31,0.0,1.89
Valentín Castellanos,27,2026-03-09,West Ham United,Brentford,6.9,60,6480.0,12.0,108.0,0,0,0.0,0.0,11,12,1,0,0,0,1,20,0.0,1.85
Valentín Castellanos,27,2026-03-14,West Ham United,Manchester City,6.3,75,8100.0,15.0,108.0,0,0,0.0,0.01,11,14,0,0,0,0,1,20,0.0,1.85
Valentín Castellanos,27,2026-03-22,Aston Villa,West Ham United,6.7,45,4860.0,9.0,108.0,0,0,0.12,0.0,7,9,0,0,0,0,1,13,0.0,1.85
Valentín Castellanos,27,2026-04-05,West Ham United,Leeds United,5.5,105,11340.0,21.0,108.0,0,0,0.0,0.0,9,17,1,0,0,0,1,39,0.0,1.85
Valentín Castellanos,27,2026-04-10,West Ham United,Wolverhampton,8.8,82,8856.0,16.0,108.0,2,0,0.72,0.08,8,15,2,0,0,0,3,28,0.0,1.81
Valentín Castellanos,27,2026-04-20,Crystal Palace,West Ham United,6.2,84,9072.0,17.0,108.0,0,0,0.3,0.02,13,16,0,0,1,0,2,31,0.0,1.87
Valentín Castellanos,27,2026-04-25,West Ham United,Everton,6.1,79,8532.0,16.0,108.0,0,0,0.26,0.01,6,9,0,0,1,0,1,16,0.0,1.88
Valentín Castellanos,27,2026-05-02,Brentford,West Ham United,6.5,65,,,0.0,0,0,0.37,0.15,11,15,1,0,1,0,2,25,,
Valentín Castellanos,27,2026-05-10,West Ham United,Arsenal,6.6,67,,,0.0,0,0,0.17,0.0,3,8,0,0,0,0,0,17,,
