Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Lucas Hernandez,2026-02-21,Paris Saint-Germain,Metz,7.7,90,,,0.0,0,0,0.13,0.03,63,67,1,0,0,0,3,89
Lucas Hernandez,2026-02-25,Paris Saint-Germain,AS Monaco,6.3,10,,,0.0,0,0,0.0,0.01,16,17,0,0,0,0,1,18
Lucas Hernandez,2026-02-28,Le Havre,Paris Saint-Germain,7.6,90,,,0.0,0,0,0.02,0.21,92,97,3,0,3,0,4,113
Lucas Hernandez,2026-03-06,Paris Saint-Germain,AS Monaco,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Lucas Hernandez,2026-03-11,Paris Saint-Germain,Chelsea,6.8,12,,,0.0,0,0,0.0,0.0,5,7,0,0,0,0,1,9
Lucas Hernandez,2026-03-17,Chelsea,Paris Saint-Germain,6.8,24,,,0.0,0,0,0.0,0.0,24,25,0,0,0,0,1,28
Lucas Hernandez,2026-03-21,Nice,Paris Saint-Germain,7.2,90,,,0.0,0,0,0.0,0.02,70,76,1,0,1,0,2,89
Lucas Hernandez,2026-03-26,Brazil,France,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Lucas Hernandez,2026-03-29,Colombia,France,6.9,90,,,0.0,0,0,0.0,0.0,51,57,0,0,1,0,2,70
Lucas Hernandez,2026-04-03,Paris Saint-Germain,Toulouse,6.7,90,,,0.0,0,0,0.0,0.02,83,92,0,0,2,0,6,105
Lucas Hernandez,2026-04-08,Paris Saint-Germain,Liverpool,,2,,,0.0,0,0,0.0,0.0,1,2,0,0,0,0,0,2
Lucas Hernandez,2026-04-14,Liverpool,Paris Saint-Germain,7.0,52,,,0.0,0,0,0.0,0.0,11,15,0,0,1,0,2,31
Lucas Hernandez,2026-04-19,Paris Saint-Germain,Olympique Lyonnais,7.2,90,,,0.0,0,0,0.0,0.06,87,94,0,0,0,0,5,118
Lucas Hernandez,2026-04-22,Paris Saint-Germain,Nantes,6.6,30,,,0.0,0,0,0.0,0.0,39,43,0,0,0,0,1,46
Lucas Hernandez,2026-04-25,Angers,Paris Saint-Germain,7.1,45,,,0.0,0,0,0.0,0.02,77,81,0,0,1,0,2,94
