Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity,Age
Stephan Zagadou,2025-11-02,Toulouse,Le Havre,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,17
Stephan Zagadou,2025-11-08,Le Havre,Nantes,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,17
Stephan Zagadou,2025-11-22,Paris Saint-Germain,Le Havre,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,17
Stephan Zagadou,2026-01-30,RC Lens,Le Havre,6.2,89,9612.0,18.0,108.0,0,0,0.0,0.01,37,48,0,0,1,0,1,56,0,1.87,17
Stephan Zagadou,2026-02-08,Le Havre,RC Strasbourg,8.0,90,9720.0,18.0,108.0,1,0,0.07,0.01,43,44,1,0,0,0,2,58,0,1.85,17
Stephan Zagadou,2026-02-15,Le Havre,Toulouse,7.3,84,9072.0,17.0,108.0,0,0,0.0,0.0,19,20,0,0,0,0,0,37,0,1.87,17
Stephan Zagadou,2026-02-28,Le Havre,Paris Saint-Germain,6.8,84,9072.0,17.0,108.0,0,0,0.0,0.0,16,20,0,0,1,0,1,31,0,1.87,17
Stephan Zagadou,2026-03-08,Stade Brestois,Le Havre,6.2,27,2916.0,5.0,108.0,0,0,0.0,0.0,18,19,0,0,0,0,2,24,0,1.71,17
Stephan Zagadou,2026-03-15,Le Havre,Olympique Lyonnais,6.0,55,5940.0,11.0,108.0,0,0,0.0,0.0,17,19,1,0,0,0,2,22,0,1.85,17
Stephan Zagadou,2026-04-05,Le Havre,Auxerre,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,17
Stephan Zagadou,2026-04-12,Nice,Le Havre,6.9,10,1080.0,2.0,108.0,0,0,0.0,0.0,4,4,0,0,0,0,0,5,0,1.85,17
Stephan Zagadou,2026-04-18,Angers,Le Havre,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,17
