Nom,Age,Match_Date,Home_Team,Away_Team,Tournament,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Position_SofaScore,Poste_Cat
Fraser Hornby,26,2026-04-25,Darmstadt 98,SV 07 Elversberg,2. Bundesliga,8.5,64,,0,0.0,2,0,0.96,0.02,23,25,1,0,0,0,3,34,M,MC
Fraser Hornby,26,2026-04-19,SpVgg Greuther Fürth,Darmstadt 98,2. Bundesliga,6.1,90,,0,0.0,0,0,0.31,0.04,29,33,3,0,0,0,2,49,M,MC
Fraser Hornby,26,2026-04-11,Darmstadt 98,Hannover 96,2. Bundesliga,6.1,90,,0,0.0,0,0,0.78,0.02,24,31,0,0,0,0,4,45,M,MC
Fraser Hornby,26,2026-04-04,Arminia Bielefeld,Darmstadt 98,2. Bundesliga,6.4,90,,0,0.0,0,0,0.2,0.04,17,21,2,0,1,0,4,38,M,MC
Fraser Hornby,26,2026-03-21,Darmstadt 98,FC Schalke 04,2. Bundesliga,6.8,90,,0,0.0,0,0,0.58,0.04,24,31,0,0,0,0,5,43,M,MC
Fraser Hornby,26,2026-02-21,Darmstadt 98,Fortuna Düsseldorf,2. Bundesliga,7.6,90,,0,0.0,1,0,0.44,0.04,28,31,0,0,0,0,1,48,M,MC
Fraser Hornby,26,2026-02-07,Darmstadt 98,1. FC Kaiserslautern,2. Bundesliga,8.3,90,,0,0.0,1,0,1.63,0.4,15,21,1,0,0,0,3,40,M,MC
Fraser Hornby,26,2026-02-01,Hertha BSC,Darmstadt 98,2. Bundesliga,7.9,90,,0,0.0,2,0,1.51,0.03,21,24,1,0,1,0,2,38,M,MC
Fraser Hornby,26,2026-01-23,Darmstadt 98,1. FC Nürnberg,2. Bundesliga,6.5,89,,0,0.0,0,0,0.29,0.07,32,39,0,0,1,0,3,53,M,MC
Fraser Hornby,26,2026-01-18,VfL Bochum 1848,Darmstadt 98,2. Bundesliga,7.6,61,,0,0.0,1,0,0.13,0.01,16,20,0,0,0,0,4,32,M,MC
Fraser Hornby,26,2025-12-19,SC Paderborn 07,Darmstadt 98,2. Bundesliga,6.5,28,,0,0.0,0,0,0.0,0.0,3,3,0,0,0,0,0,5,M,MC
Fraser Hornby,26,2025-11-30,SV 07 Elversberg,Darmstadt 98,2. Bundesliga,6.4,39,,0,0.0,0,0,0.03,0.01,12,15,0,0,1,0,1,21,M,MC
Fraser Hornby,26,2025-11-22,Darmstadt 98,SpVgg Greuther Fürth,2. Bundesliga,10.0,90,,0,0.0,2,0,0.31,0.1,29,36,1,0,0,0,1,53,M,MC
Fraser Hornby,26,2025-11-08,Hannover 96,Darmstadt 98,2. Bundesliga,6.3,83,,0,0.0,0,0,0.17,0.09,27,34,2,0,0,0,3,44,M,MC
Fraser Hornby,26,2025-11-01,Darmstadt 98,Arminia Bielefeld,2. Bundesliga,7.7,63,,0,0.0,1,0,0.5,0.22,12,15,1,0,1,0,1,23,M,MC
